; Selected genes to illustrate the principle of network inference with
; footprint-discovery. Genes taken from Brohee et al. (2011).
LEU1
LEU2
LEU4
LEU9
HIS1
HIS3
HIS5
HIS7
LYS1
LYS2
LYS9
LYS12
LYS14
LYS20
LYS21
ERG2
ERG5
ERG11
YHL026C
YML083C
YDR531W
YML082W


