; compare-graphs  -Q regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab -wcol_Q 3 -R /bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab -return intersection+Q -o regulonDB_stringcoex/results/regulonDB_cg_stringcoex_inter-Q.tab -arc_id -outweight Q -null NA -v 1
; Input files
;	graph_R	/bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab
;	graph_Q	regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab
; Output files
;	output	regulonDB_stringcoex/results/regulonDB_cg_stringcoex_inter-Q.tab
;	Comparaison statistics
;	Reference graph        	/bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab
;		R nodes       	1358
;		R arcs        	170268
;	Query graph            	regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab
;		Q nodes       	764
;		Q arcs        	3536
;	Intersection
;		inter nodes   	764
;		inter arcs    	1577
;		inter arcs P-val	1.35081e-278
;	Union
;		union nodes   	1358
;		union arcs    	172227
;		union max arcs	921403
;	Reference not query
;		R.not.Q nodes 	594
;		R.not.Q arcs  	168691
;	Query not reference
;		Q.not.R nodes 	0
;		Q.not.R arcs  	1959
#source	target	label	color	arc_id	attribute
insK	bglB	425	#ff0000	insK_bglB	Q.not.R
ulaD	yjbE	332	#228b22	ulaD_yjbE	R.and.Q
gcvH	rpsC	171	#228b22	gcvH_rpsC	R.and.Q
mdh	gltA	43	#228b22	mdh_gltA	R.and.Q
nrfG	nanC	282	#ff0000	nrfG_nanC	Q.not.R
mhpB	idnK	151	#228b22	mhpB_idnK	R.and.Q
tar	fliC	206	#ff0000	tar_fliC	Q.not.R
rplT	ubiG	235	#ff0000	rplT_ubiG	Q.not.R
gapA	nuoA	250	#ff0000	gapA_nuoA	Q.not.R
lyx	phnM	378	#ff0000	lyx_phnM	Q.not.R
uvrY	rpsP	165	#ff0000	uvrY_rpsP	Q.not.R
slyB	gapA	522	#ff0000	slyB_gapA	Q.not.R
ecpD	hyi	286	#ff0000	ecpD_hyi	Q.not.R
hupB	ahpC	429	#ff0000	hupB_ahpC	Q.not.R
agaD	phnG	292	#ff0000	agaD_phnG	Q.not.R
idnR	ulaF	167	#228b22	idnR_ulaF	R.and.Q
gltI	fbaA	170	#ff0000	gltI_fbaA	Q.not.R
flgH	flgI	306	#228b22	flgH_flgI	R.and.Q
tap	fliF	157	#ff0000	tap_fliF	Q.not.R
gnd	gatA	193	#ff0000	gnd_gatA	Q.not.R
sodB	uvrY	269	#ff0000	sodB_uvrY	Q.not.R
rplP	rpsQ	219	#228b22	rplP_rpsQ	R.and.Q
leuB	gltB	214	#ff0000	leuB_gltB	Q.not.R
recF	ssb	84	#ff0000	recF_ssb	Q.not.R
leuA	leuB	324	#228b22	leuA_leuB	R.and.Q
asnC	dcuR	238	#ff0000	asnC_dcuR	Q.not.R
agaI	bglG	206	#ff0000	agaI_bglG	Q.not.R
rpoE	skp	154	#228b22	rpoE_skp	R.and.Q
agaD	yjbE	157	#ff0000	agaD_yjbE	Q.not.R
rseB	pgk	395	#ff0000	rseB_pgk	Q.not.R
nikC	uxaA	163	#228b22	nikC_uxaA	R.and.Q
galM	fabA	167	#ff0000	galM_fabA	Q.not.R
argD	argG	45	#228b22	argD_argG	R.and.Q
ahpC	glnH	302	#ff0000	ahpC_glnH	Q.not.R
yiaN	yjbE	173	#228b22	yiaN_yjbE	R.and.Q
allD	acrE	417	#ff0000	allD_acrE	Q.not.R
sgbE	phnF	382	#ff0000	sgbE_phnF	Q.not.R
phnG	lysU	154	#ff0000	phnG_lysU	Q.not.R
phnK	melR	199	#ff0000	phnK_melR	Q.not.R
paaJ	caiA	28	#228b22	paaJ_caiA	R.and.Q
scpC	ytfE	151	#ff0000	scpC_ytfE	Q.not.R
hypB	hypA	157	#228b22	hypB_hypA	R.and.Q
caiT	agaB	276	#ff0000	caiT_agaB	Q.not.R
nuoL	nuoA	168	#228b22	nuoL_nuoA	R.and.Q
dcuD	rhaT	336	#ff0000	dcuD_rhaT	Q.not.R
ecpD	agaW	235	#ff0000	ecpD_agaW	Q.not.R
prpR	wcaB	206	#ff0000	prpR_wcaB	Q.not.R
ompA	rplS	518	#ff0000	ompA_rplS	Q.not.R
mtlR	phnL	175	#ff0000	mtlR_phnL	Q.not.R
kbaZ	phnI	151	#ff0000	kbaZ_phnI	Q.not.R
caiT	bglG	244	#228b22	caiT_bglG	R.and.Q
skp	hupA	300	#ff0000	skp_hupA	Q.not.R
kbaY	phnG	161	#ff0000	kbaY_phnG	Q.not.R
nuoN	nuoG	286	#228b22	nuoN_nuoG	R.and.Q
yiaN	phnG	439	#ff0000	yiaN_phnG	Q.not.R
xylG	tnaB	407	#228b22	xylG_tnaB	R.and.Q
fliY	nuoK	206	#ff0000	fliY_nuoK	Q.not.R
allD	cadA	185	#ff0000	allD_cadA	Q.not.R
melR	yjiD	185	#ff0000	melR_yjiD	Q.not.R
allD	treC	250	#ff0000	allD_treC	Q.not.R
glnH	lrp	326	#ff0000	glnH_lrp	Q.not.R
flgG	flgE	467	#228b22	flgG_flgE	R.and.Q
tdcC	cadA	185	#ff0000	tdcC_cadA	Q.not.R
prpR	kbaZ	157	#228b22	prpR_kbaZ	R.and.Q
yiaO	yjbE	222	#228b22	yiaO_yjbE	R.and.Q
agaS	acrF	541	#ff0000	agaS_acrF	Q.not.R
acrE	rhaS	395	#ff0000	acrE_rhaS	Q.not.R
caiT	hyfB	175	#228b22	caiT_hyfB	R.and.Q
agaD	nanT	191	#ff0000	agaD_nanT	Q.not.R
hyfB	kbaZ	151	#228b22	hyfB_kbaZ	R.and.Q
xylG	nrfE	199	#228b22	xylG_nrfE	R.and.Q
nuoK	glnQ	199	#228b22	nuoK_glnQ	R.and.Q
argI	argH	54	#228b22	argI_argH	R.and.Q
cadC	fixA	461	#228b22	cadC_fixA	R.and.Q
lldD	yjeP	151	#ff0000	lldD_yjeP	Q.not.R
gadW	yjhT	269	#ff0000	gadW_yjhT	Q.not.R
mhpB	yhdX	163	#ff0000	mhpB_yhdX	Q.not.R
ftsK	flhA	75	#ff0000	ftsK_flhA	Q.not.R
nrfE	bglB	219	#228b22	nrfE_bglB	R.and.Q
fliD	flgA	161	#228b22	fliD_flgA	R.and.Q
glnP	ptsH	407	#ff0000	glnP_ptsH	Q.not.R
uvrY	crr	269	#ff0000	uvrY_crr	Q.not.R
nikC	phnM	199	#ff0000	nikC_phnM	Q.not.R
lsrD	hyfB	235	#228b22	lsrD_hyfB	R.and.Q
sdaA	flhA	49	#ff0000	sdaA_flhA	Q.not.R
fur	fldA	647	#228b22	fur_fldA	R.and.Q
ulaA	bglG	365	#228b22	ulaA_bglG	R.and.Q
sucC	glpQ	47	#228b22	sucC_glpQ	R.and.Q
nrfG	nrfE	565	#228b22	nrfG_nrfE	R.and.Q
yjbG	phnJ	159	#ff0000	yjbG_phnJ	Q.not.R
agaI	melR	168	#ff0000	agaI_melR	Q.not.R
htrE	tnaB	340	#ff0000	htrE_tnaB	Q.not.R
flgN	cheW	263	#ff0000	flgN_cheW	Q.not.R
phnP	melA	152	#ff0000	phnP_melA	Q.not.R
agaI	nanC	244	#ff0000	agaI_nanC	Q.not.R
gspG	yiaM	175	#ff0000	gspG_yiaM	Q.not.R
rplV	rpsJ	676	#228b22	rplV_rpsJ	R.and.Q
yciF	trpE	173	#ff0000	yciF_trpE	Q.not.R
yccA	pck	150	#ff0000	yccA_pck	Q.not.R
yjbG	cadA	241	#ff0000	yjbG_cadA	Q.not.R
astC	carB	28	#228b22	astC_carB	R.and.Q
fliA	flgB	187	#228b22	fliA_flgB	R.and.Q
ihfB	ompA	219	#ff0000	ihfB_ompA	Q.not.R
rhaT	yiaM	407	#228b22	rhaT_yiaM	R.and.Q
prpC	mdh	36	#228b22	prpC_mdh	R.and.Q
xylG	yjiD	247	#ff0000	xylG_yjiD	Q.not.R
idnK	yiaM	300	#228b22	idnK_yiaM	R.and.Q
flgG	cheY	159	#ff0000	flgG_cheY	Q.not.R
caiE	phnG	263	#ff0000	caiE_phnG	Q.not.R
ccmF	hyfG	214	#228b22	ccmF_hyfG	R.and.Q
bglF	cadA	417	#228b22	bglF_cadA	R.and.Q
gapA	glyA	349	#ff0000	gapA_glyA	Q.not.R
fabB	rseB	168	#ff0000	fabB_rseB	Q.not.R
rpsC	rpsS	467	#228b22	rpsC_rpsS	R.and.Q
ompA	focA	151	#228b22	ompA_focA	R.and.Q
fliR	fliQ	175	#228b22	fliR_fliQ	R.and.Q
gatA	gatB	871	#228b22	gatA_gatB	R.and.Q
recX	umuD	154	#228b22	recX_umuD	R.and.Q
bglG	xylB	238	#228b22	bglG_xylB	R.and.Q
icd	ilvC	110	#ff0000	icd_ilvC	Q.not.R
ihfA	ompF	181	#228b22	ihfA_ompF	R.and.Q
fecA	fecB	300	#228b22	fecA_fecB	R.and.Q
glnP	icd	222	#ff0000	glnP_icd	Q.not.R
tdcB	rhaS	175	#228b22	tdcB_rhaS	R.and.Q
rpsS	rplV	525	#228b22	rpsS_rplV	R.and.Q
nrfG	acrE	168	#228b22	nrfG_acrE	R.and.Q
purN	guaB	212	#228b22	purN_guaB	R.and.Q
ulaF	xylG	204	#228b22	ulaF_xylG	R.and.Q
wcaB	acrF	187	#ff0000	wcaB_acrF	Q.not.R
glnH	rpoS	183	#ff0000	glnH_rpoS	Q.not.R
aceF	nuoL	151	#228b22	aceF_nuoL	R.and.Q
lldD	glpD	40	#228b22	lldD_glpD	R.and.Q
manY	gatC	443	#228b22	manY_gatC	R.and.Q
glnQ	ompA	272	#ff0000	glnQ_ompA	Q.not.R
hdeD	gadW	279	#ff0000	hdeD_gadW	Q.not.R
nuoI	sucD	228	#228b22	nuoI_sucD	R.and.Q
focA	pgk	266	#228b22	focA_pgk	R.and.Q
sgbE	ulaG	411	#228b22	sgbE_ulaG	R.and.Q
acrF	yiaK	435	#ff0000	acrF_yiaK	Q.not.R
allD	rhaS	189	#ff0000	allD_rhaS	Q.not.R
xylR	melB	292	#228b22	xylR_melB	R.and.Q
glnQ	ptsH	244	#ff0000	glnQ_ptsH	Q.not.R
paaC	wcaB	161	#ff0000	paaC_wcaB	Q.not.R
hyfB	agaS	579	#ff0000	hyfB_agaS	Q.not.R
ybbW	phnC	235	#ff0000	ybbW_phnC	Q.not.R
rtcB	phnP	163	#ff0000	rtcB_phnP	Q.not.R
rpsP	cydB	151	#228b22	rpsP_cydB	R.and.Q
treC	cadA	318	#228b22	treC_cadA	R.and.Q
cadC	idnK	447	#ff0000	cadC_idnK	Q.not.R
ahpC	fliY	154	#ff0000	ahpC_fliY	Q.not.R
acrE	lyx	266	#ff0000	acrE_lyx	Q.not.R
xylG	rhaD	279	#228b22	xylG_rhaD	R.and.Q
epd	gapA	76	#228b22	epd_gapA	R.and.Q
agaB	acrE	532	#ff0000	agaB_acrE	Q.not.R
yhdX	cadA	250	#ff0000	yhdX_cadA	Q.not.R
agaW	acrF	163	#ff0000	agaW_acrF	Q.not.R
gltB	gcvH	219	#228b22	gltB_gcvH	R.and.Q
glnQ	rimM	345	#ff0000	glnQ_rimM	Q.not.R
rutB	rutD	314	#228b22	rutB_rutD	R.and.Q
agaS	agaB	269	#228b22	agaS_agaB	R.and.Q
paaF	emrK	217	#ff0000	paaF_emrK	Q.not.R
bglG	phnG	429	#ff0000	bglG_phnG	Q.not.R
agaD	malS	195	#ff0000	agaD_malS	Q.not.R
sgbE	yjiD	425	#ff0000	sgbE_yjiD	Q.not.R
agaD	yiaL	266	#ff0000	agaD_yiaL	Q.not.R
rbsC	rbsB	156	#228b22	rbsC_rbsB	R.and.Q
wcaB	hyfG	253	#ff0000	wcaB_hyfG	Q.not.R
cydB	ilvL	231	#ff0000	cydB_ilvL	Q.not.R
cysN	cysU	238	#228b22	cysN_cysU	R.and.Q
crr	rseB	378	#ff0000	crr_rseB	Q.not.R
hypB	dmsB	185	#228b22	hypB_dmsB	R.and.Q
fliY	cysK	386	#ff0000	fliY_cysK	Q.not.R
yiaN	htrE	476	#228b22	yiaN_htrE	R.and.Q
nuoA	fabB	154	#ff0000	nuoA_fabB	Q.not.R
kbaZ	adiA	154	#ff0000	kbaZ_adiA	Q.not.R
pps	nuoH	223	#ff0000	pps_nuoH	Q.not.R
manY	gcvH	167	#ff0000	manY_gcvH	Q.not.R
xapB	hyfG	318	#ff0000	xapB_hyfG	Q.not.R
bglG	rhaA	193	#228b22	bglG_rhaA	R.and.Q
gspF	xylG	302	#ff0000	gspF_xylG	Q.not.R
phnP	adiA	191	#ff0000	phnP_adiA	Q.not.R
ompF	lrp	300	#228b22	ompF_lrp	R.and.Q
ilvD	ilvE	666	#228b22	ilvD_ilvE	R.and.Q
skp	rseA	222	#228b22	skp_rseA	R.and.Q
bglF	phnM	201	#ff0000	bglF_phnM	Q.not.R
acrF	phnG	276	#ff0000	acrF_phnG	Q.not.R
gatY	gatZ	624	#228b22	gatY_gatZ	R.and.Q
pykF	hupA	238	#ff0000	pykF_hupA	Q.not.R
idnO	idnD	314	#228b22	idnO_idnD	R.and.Q
gapA	pykF	548	#228b22	gapA_pykF	R.and.Q
gspA	malS	231	#ff0000	gspA_malS	Q.not.R
rplC	rplW	638	#228b22	rplC_rplW	R.and.Q
rplT	edd	187	#ff0000	rplT_edd	Q.not.R
melR	idnK	256	#228b22	melR_idnK	R.and.Q
rhaT	caiT	206	#228b22	rhaT_caiT	R.and.Q
xylF	phnG	250	#ff0000	xylF_phnG	Q.not.R
alsC	phnL	453	#ff0000	alsC_phnL	Q.not.R
dcuD	melR	165	#ff0000	dcuD_melR	Q.not.R
mhpB	garP	217	#ff0000	mhpB_garP	Q.not.R
acrE	tdcB	217	#228b22	acrE_tdcB	R.and.Q
umuC	umuD	579	#228b22	umuC_umuD	R.and.Q
emrK	emrY	250	#228b22	emrK_emrY	R.and.Q
ackA	nuoB	181	#228b22	ackA_nuoB	R.and.Q
lacA	ubiA	310	#ff0000	lacA_ubiA	Q.not.R
acrF	treR	167	#ff0000	acrF_treR	Q.not.R
xapA	hyfB	167	#ff0000	xapA_hyfB	Q.not.R
yiaN	lldP	288	#ff0000	yiaN_lldP	Q.not.R
gltD	nuoN	163	#228b22	gltD_nuoN	R.and.Q
yhdX	cadC	404	#ff0000	yhdX_cadC	Q.not.R
hyaC	hybO	44	#228b22	hyaC_hybO	R.and.Q
aceA	aceK	467	#228b22	aceA_aceK	R.and.Q
phoP	cysB	386	#ff0000	phoP_cysB	Q.not.R
edd	crr	288	#228b22	edd_crr	R.and.Q
rpsP	nuoA	189	#228b22	rpsP_nuoA	R.and.Q
xylH	yjeP	185	#ff0000	xylH_yjeP	Q.not.R
glnQ	icd	235	#ff0000	glnQ_icd	Q.not.R
lrp	hisJ	318	#ff0000	lrp_hisJ	Q.not.R
phnM	ulaD	476	#ff0000	phnM_ulaD	Q.not.R
livG	livM	32	#228b22	livG_livM	R.and.Q
nuoN	nuoK	407	#228b22	nuoN_nuoK	R.and.Q
cheB	cheZ	365	#228b22	cheB_cheZ	R.and.Q
phnK	ulaA	151	#ff0000	phnK_ulaA	Q.not.R
glnQ	lrp	370	#ff0000	glnQ_lrp	Q.not.R
fixA	gspK	191	#ff0000	fixA_gspK	Q.not.R
ddpF	ynfE	163	#ff0000	ddpF_ynfE	Q.not.R
rimM	grpE	175	#ff0000	rimM_grpE	Q.not.R
insK	cadC	259	#ff0000	insK_cadC	Q.not.R
rpsQ	ilvL	175	#ff0000	rpsQ_ilvL	Q.not.R
adiA	chiA	163	#228b22	adiA_chiA	R.and.Q
agaD	treR	167	#ff0000	agaD_treR	Q.not.R
hslJ	inaA	203	#ff0000	hslJ_inaA	Q.not.R
gatC	gatA	668	#228b22	gatC_gatA	R.and.Q
yjbE	idnK	288	#ff0000	yjbE_idnK	Q.not.R
fliY	glyA	225	#ff0000	fliY_glyA	Q.not.R
nrfB	adiA	330	#228b22	nrfB_adiA	R.and.Q
agaI	cadA	206	#ff0000	agaI_cadA	Q.not.R
xylG	lysU	259	#ff0000	xylG_lysU	Q.not.R
rhaR	yiaL	161	#228b22	rhaR_yiaL	R.and.Q
yiaM	xylR	167	#228b22	yiaM_xylR	R.and.Q
cysK	crr	225	#ff0000	cysK_crr	Q.not.R
tdcB	fixA	314	#228b22	tdcB_fixA	R.and.Q
fimG	fimF	161	#228b22	fimG_fimF	R.and.Q
rplM	trmD	349	#228b22	rplM_trmD	R.and.Q
gltI	smpA	374	#ff0000	gltI_smpA	Q.not.R
insK	sgbE	357	#ff0000	insK_sgbE	Q.not.R
crr	pykF	332	#228b22	crr_pykF	R.and.Q
allD	acrF	685	#ff0000	allD_acrF	Q.not.R
sdhC	sdhD	244	#228b22	sdhC_sdhD	R.and.Q
bcsZ	idnK	185	#ff0000	bcsZ_idnK	Q.not.R
rpsJ	rplC	686	#228b22	rpsJ_rplC	R.and.Q
xylF	cadC	219	#ff0000	xylF_cadC	Q.not.R
sgbH	yjeP	212	#ff0000	sgbH_yjeP	Q.not.R
iscS	sodA	35	#ff0000	iscS_sodA	Q.not.R
ahpC	glnP	206	#ff0000	ahpC_glnP	Q.not.R
lon	pgk	199	#ff0000	lon_pgk	Q.not.R
agaD	yiaM	476	#ff0000	agaD_yiaM	Q.not.R
cyoD	cyoB	518	#228b22	cyoD_cyoB	R.and.Q
ilvD	ilvC	139	#ff0000	ilvD_ilvC	Q.not.R
ulaD	treC	212	#228b22	ulaD_treC	R.and.Q
fixA	agaS	353	#ff0000	fixA_agaS	Q.not.R
mhpB	rhaR	269	#228b22	mhpB_rhaR	R.and.Q
kbaY	cadC	173	#ff0000	kbaY_cadC	Q.not.R
prpR	allD	361	#ff0000	prpR_allD	Q.not.R
glyA	rseB	165	#ff0000	glyA_rseB	Q.not.R
ulaD	ytfE	247	#ff0000	ulaD_ytfE	Q.not.R
rbsR	caiC	259	#228b22	rbsR_caiC	R.and.Q
fixA	caiT	467	#228b22	fixA_caiT	R.and.Q
nrfG	bglG	288	#228b22	nrfG_bglG	R.and.Q
aceB	aceA	80	#228b22	aceB_aceA	R.and.Q
fliA	hybC	107	#ff0000	fliA_hybC	Q.not.R
soxR	idnO	151	#ff0000	soxR_idnO	Q.not.R
agaD	nirC	181	#ff0000	agaD_nirC	Q.not.R
purH	codA	168	#228b22	purH_codA	R.and.Q
sucD	rseB	199	#ff0000	sucD_rseB	Q.not.R
skp	oppB	322	#ff0000	skp_oppB	Q.not.R
rplB	rplC	846	#228b22	rplB_rplC	R.and.Q
nrfF	adiA	357	#228b22	nrfF_adiA	R.and.Q
zwf	uvrY	256	#ff0000	zwf_uvrY	Q.not.R
acnA	prpC	89	#228b22	acnA_prpC	R.and.Q
malE	lamB	386	#228b22	malE_lamB	R.and.Q
argD	argI	36	#228b22	argD_argI	R.and.Q
glnQ	rpsP	179	#ff0000	glnQ_rpsP	Q.not.R
garP	xylF	189	#ff0000	garP_xylF	Q.not.R
mhpB	treC	163	#228b22	mhpB_treC	R.and.Q
ftsZ	skp	340	#ff0000	ftsZ_skp	Q.not.R
tdcD	yhdX	206	#ff0000	tdcD_yhdX	Q.not.R
eda	grpE	191	#ff0000	eda_grpE	Q.not.R
alsC	idnO	447	#ff0000	alsC_idnO	Q.not.R
caiT	phnC	429	#ff0000	caiT_phnC	Q.not.R
entE	entC	378	#228b22	entE_entC	R.and.Q
hisP	hisM	541	#228b22	hisP_hisM	R.and.Q
sucB	nuoK	157	#228b22	sucB_nuoK	R.and.Q
trpA	aroH	266	#228b22	trpA_aroH	R.and.Q
gatA	gcvH	212	#ff0000	gatA_gcvH	Q.not.R
rhaD	phnL	286	#ff0000	rhaD_phnL	Q.not.R
rplW	rpsS	407	#228b22	rplW_rpsS	R.and.Q
htrE	insK	222	#ff0000	htrE_insK	Q.not.R
lpxD	rplM	183	#ff0000	lpxD_rplM	Q.not.R
oppA	crp	269	#ff0000	oppA_crp	Q.not.R
fixX	fixA	167	#228b22	fixX_fixA	R.and.Q
caiT	acrE	411	#228b22	caiT_acrE	R.and.Q
yiaL	adiA	167	#228b22	yiaL_adiA	R.and.Q
phnK	cadA	193	#ff0000	phnK_cadA	Q.not.R
fliD	fliZ	404	#228b22	fliD_fliZ	R.and.Q
phnL	nanC	168	#ff0000	phnL_nanC	Q.not.R
topA	flhA	80	#ff0000	topA_flhA	Q.not.R
slyB	hupA	253	#ff0000	slyB_hupA	Q.not.R
leuC	gdhA	52	#ff0000	leuC_gdhA	Q.not.R
bglF	araJ	163	#228b22	bglF_araJ	R.and.Q
bglG	yiaM	490	#228b22	bglG_yiaM	R.and.Q
mhpB	yiaN	235	#228b22	mhpB_yiaN	R.and.Q
bglG	nrfE	439	#228b22	bglG_nrfE	R.and.Q
nhaA	cdaR	191	#ff0000	nhaA_cdaR	Q.not.R
allD	agaW	318	#ff0000	allD_agaW	Q.not.R
xylF	nanC	195	#228b22	xylF_nanC	R.and.Q
pgk	sodA	40	#228b22	pgk_sodA	R.and.Q
glnH	agp	159	#ff0000	glnH_agp	Q.not.R
idnR	cpdB	340	#228b22	idnR_cpdB	R.and.Q
gspF	yiaN	353	#ff0000	gspF_yiaN	Q.not.R
lyx	bglF	244	#228b22	lyx_bglF	R.and.Q
nuoB	nuoL	47	#228b22	nuoB_nuoL	R.and.Q
tnaB	xylF	185	#228b22	tnaB_xylF	R.and.Q
emrK	acrE	195	#228b22	emrK_acrE	R.and.Q
smtA	hflD	151	#ff0000	smtA_hflD	Q.not.R
gltI	gapA	154	#ff0000	gltI_gapA	Q.not.R
galM	hns	159	#228b22	galM_hns	R.and.Q
phnL	idnR	259	#ff0000	phnL_idnR	Q.not.R
yjbG	nrfG	195	#228b22	yjbG_nrfG	R.and.Q
ybbW	acrF	382	#ff0000	ybbW_acrF	Q.not.R
argB	carB	199	#228b22	argB_carB	R.and.Q
yjbE	cadA	225	#ff0000	yjbE_cadA	Q.not.R
rhaD	fimH	173	#ff0000	rhaD_fimH	Q.not.R
metQ	hyaA	37	#ff0000	metQ_hyaA	Q.not.R
flgD	flgG	518	#228b22	flgD_flgG	R.and.Q
lyx	ytfE	318	#ff0000	lyx_ytfE	Q.not.R
mtlR	mtlD	532	#228b22	mtlR_mtlD	R.and.Q
gltI	icd	693	#ff0000	gltI_icd	Q.not.R
marR	intQ	195	#ff0000	marR_intQ	Q.not.R
phnM	cadC	165	#ff0000	phnM_cadC	Q.not.R
agaD	ulaD	163	#ff0000	agaD_ulaD	Q.not.R
ahpC	ihfA	193	#ff0000	ahpC_ihfA	Q.not.R
fucU	cpxR	171	#ff0000	fucU_cpxR	Q.not.R
aroL	nusA	157	#ff0000	aroL_nusA	Q.not.R
slyB	rpoS	152	#ff0000	slyB_rpoS	Q.not.R
fixC	yjbG	175	#ff0000	fixC_yjbG	Q.not.R
prpR	hyfD	395	#228b22	prpR_hyfD	R.and.Q
bglG	ytfE	225	#ff0000	bglG_ytfE	Q.not.R
focA	oppB	161	#228b22	focA_oppB	R.and.Q
flhA	fliR	408	#228b22	flhA_fliR	R.and.Q
yjbG	cadC	349	#ff0000	yjbG_cadC	Q.not.R
ybbW	cadC	187	#ff0000	ybbW_cadC	Q.not.R
lldP	rhaD	171	#ff0000	lldP_rhaD	Q.not.R
nrfG	melA	167	#ff0000	nrfG_melA	Q.not.R
alsC	phnK	300	#ff0000	alsC_phnK	Q.not.R
caiE	acrE	443	#228b22	caiE_acrE	R.and.Q
paaF	acrE	161	#ff0000	paaF_acrE	Q.not.R
fumA	hcaR	247	#ff0000	fumA_hcaR	Q.not.R
frdB	sdhA	92	#228b22	frdB_sdhA	R.and.Q
htrE	yjiD	154	#ff0000	htrE_yjiD	Q.not.R
gspH	nrfF	157	#ff0000	gspH_nrfF	Q.not.R
cysG	cpdB	187	#228b22	cysG_cpdB	R.and.Q
rbsR	dcuS	173	#ff0000	rbsR_dcuS	Q.not.R
ecpD	prpR	386	#ff0000	ecpD_prpR	Q.not.R
fadA	sucD	39	#228b22	fadA_sucD	R.and.Q
bglG	xylR	225	#228b22	bglG_xylR	R.and.Q
bioA	bioB	173	#228b22	bioA_bioB	R.and.Q
mtlR	xylB	314	#228b22	mtlR_xylB	R.and.Q
ilvN	dcuR	191	#ff0000	ilvN_dcuR	Q.not.R
ptsH	purM	157	#ff0000	ptsH_purM	Q.not.R
agaI	nrfG	276	#ff0000	agaI_nrfG	Q.not.R
ecpD	kbaZ	156	#ff0000	ecpD_kbaZ	Q.not.R
tdcD	chiA	181	#ff0000	tdcD_chiA	Q.not.R
leuC	ilvB	46	#ff0000	leuC_ilvB	Q.not.R
tdcD	adiA	244	#228b22	tdcD_adiA	R.and.Q
nanT	fixA	225	#228b22	nanT_fixA	R.and.Q
nrfE	yjbE	225	#228b22	nrfE_yjbE	R.and.Q
fixC	cadA	266	#ff0000	fixC_cadA	Q.not.R
bglF	nrfB	170	#228b22	bglF_nrfB	R.and.Q
argK	agaD	171	#ff0000	argK_agaD	Q.not.R
acrF	nrfF	173	#228b22	acrF_nrfF	R.and.Q
znuB	mdtA	195	#ff0000	znuB_mdtA	Q.not.R
sucD	gltA	37	#228b22	sucD_gltA	R.and.Q
ompF	agp	195	#228b22	ompF_agp	R.and.Q
rplS	rimM	256	#228b22	rplS_rimM	R.and.Q
nagC	ftsK	407	#ff0000	nagC_ftsK	Q.not.R
paaH	paaC	195	#228b22	paaH_paaC	R.and.Q
nrfG	nrfC	171	#228b22	nrfG_nrfC	R.and.Q
frdB	acnA	191	#228b22	frdB_acnA	R.and.Q
glnH	smtA	386	#ff0000	glnH_smtA	Q.not.R
argG	carB	204	#228b22	argG_carB	R.and.Q
acrE	yjbG	241	#ff0000	acrE_yjbG	Q.not.R
argA	argB	353	#228b22	argA_argB	R.and.Q
ptsH	ompF	318	#228b22	ptsH_ompF	R.and.Q
xylH	nanT	191	#228b22	xylH_nanT	R.and.Q
glnP	rimM	175	#ff0000	glnP_rimM	Q.not.R
cheR	fliF	159	#ff0000	cheR_fliF	Q.not.R
melB	yiaM	195	#228b22	melB_yiaM	R.and.Q
insK	ulaG	199	#ff0000	insK_ulaG	Q.not.R
nikD	yjeP	179	#ff0000	nikD_yjeP	Q.not.R
argK	cadA	154	#ff0000	argK_cadA	Q.not.R
fabB	crr	231	#ff0000	fabB_crr	Q.not.R
slyB	rpsP	504	#ff0000	slyB_rpsP	Q.not.R
lyx	caiT	228	#228b22	lyx_caiT	R.and.Q
topA	fliC	114	#ff0000	topA_fliC	Q.not.R
nuoM	nuoC	156	#228b22	nuoM_nuoC	R.and.Q
nrfF	yjeP	235	#ff0000	nrfF_yjeP	Q.not.R
livG	dppF	152	#ff0000	livG_dppF	Q.not.R
manX	uvrY	175	#ff0000	manX_uvrY	Q.not.R
phnG	melB	173	#ff0000	phnG_melB	Q.not.R
rpsQ	rpsJ	179	#228b22	rpsQ_rpsJ	R.and.Q
ackA	pgk	322	#ff0000	ackA_pgk	Q.not.R
rimM	dusB	156	#ff0000	rimM_dusB	Q.not.R
rpsP	nuoF	159	#228b22	rpsP_nuoF	R.and.Q
cadC	ulaG	439	#ff0000	cadC_ulaG	Q.not.R
pykF	epd	52	#228b22	pykF_epd	R.and.Q
adiA	yiaK	195	#228b22	adiA_yiaK	R.and.Q
rpsC	rplW	318	#228b22	rpsC_rplW	R.and.Q
nrfE	phnK	429	#ff0000	nrfE_phnK	Q.not.R
treC	yiaK	219	#228b22	treC_yiaK	R.and.Q
flgC	fliT	151	#228b22	flgC_fliT	R.and.Q
slyB	rplT	518	#ff0000	slyB_rplT	Q.not.R
purN	cvpA	263	#228b22	purN_cvpA	R.and.Q
