; compare-graphs  -Q regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab -wcol_Q 3 -R /bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab -return intersection+Q -o regulonDB_stringcoex/results/regulonDB_cg_stringcoex_inter-Q.tab -arc_id -outweight Q -null NA -v 1
; Input files
;	graph_R	/bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab
;	graph_Q	regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab
; Output files
;	output	regulonDB_stringcoex/results/regulonDB_cg_stringcoex_inter-Q.tab
;	Comparaison statistics
;	Reference graph        	/bio/shared_projects/coregulation_networks/Bacteria/Escherichia_coli_K12_20071108/data/regulonDB/200710/gene_gene_filtered.tab
;		R nodes       	1358
;		R arcs        	170268
;	Query graph            	regulonDB_stringcoex/data/stringcoex_regulonDB_induced.tab
;		Q nodes       	764
;		Q arcs        	3536
;	Intersection
;		inter nodes   	764
;		inter arcs    	1577
;		inter arcs P-val	1.35081e-278
;	Union
;		union nodes   	1358
;		union arcs    	172227
;		union max arcs	921403
;	Reference not query
;		R.not.Q nodes 	594
;		R.not.Q arcs  	168691
;	Query not reference
;		Q.not.R nodes 	0
;		Q.not.R arcs  	1959
#source	target	label	color	arc_id	attribute
hyfC	rhaR	151	#228b22	hyfC_rhaR	R.and.Q
prs	guaA	160	#228b22	prs_guaA	R.and.Q
yjbG	idnK	238	#ff0000	yjbG_idnK	Q.not.R
edd	nuoA	151	#ff0000	edd_nuoA	Q.not.R
phnP	ytfE	219	#ff0000	phnP_ytfE	Q.not.R
purR	hisJ	193	#ff0000	purR_hisJ	Q.not.R
fecE	rbsC	152	#228b22	fecE_rbsC	R.and.Q
aroG	manY	209	#ff0000	aroG_manY	Q.not.R
sgbE	phnL	306	#ff0000	sgbE_phnL	Q.not.R
dinF	nrdG	165	#ff0000	dinF_nrdG	Q.not.R
pflB	pykF	231	#ff0000	pflB_pykF	Q.not.R
agaD	nrfF	206	#ff0000	agaD_nrfF	Q.not.R
sgbE	bglB	212	#228b22	sgbE_bglB	R.and.Q
nrfG	nrfB	204	#228b22	nrfG_nrfB	R.and.Q
gpmA	gapA	140	#ff0000	gpmA_gapA	Q.not.R
pflB	rseB	206	#ff0000	pflB_rseB	Q.not.R
focA	oppA	167	#228b22	focA_oppA	R.and.Q
nirC	phnC	259	#ff0000	nirC_phnC	Q.not.R
ulaF	ulaG	187	#228b22	ulaF_ulaG	R.and.Q
ilvB	metH	222	#ff0000	ilvB_metH	Q.not.R
yjbF	phnJ	395	#ff0000	yjbF_phnJ	Q.not.R
ftsK	hns	167	#ff0000	ftsK_hns	Q.not.R
pykF	nuoA	259	#ff0000	pykF_nuoA	Q.not.R
phnF	ulaG	282	#ff0000	phnF_ulaG	Q.not.R
acrE	rhaR	429	#ff0000	acrE_rhaR	Q.not.R
xapA	hyfC	345	#ff0000	xapA_hyfC	Q.not.R
nrfF	phnM	214	#ff0000	nrfF_phnM	Q.not.R
hyfD	yhdX	546	#ff0000	hyfD_yhdX	Q.not.R
rhaD	phnK	154	#ff0000	rhaD_phnK	Q.not.R
gapA	pgk	413	#228b22	gapA_pgk	R.and.Q
insK	nanC	546	#ff0000	insK_nanC	Q.not.R
rplT	rplM	183	#228b22	rplT_rplM	R.and.Q
caiA	rtcB	156	#228b22	caiA_rtcB	R.and.Q
acrE	phnF	222	#ff0000	acrE_phnF	Q.not.R
rhaD	alsC	314	#ff0000	rhaD_alsC	Q.not.R
rhaT	melA	191	#228b22	rhaT_melA	R.and.Q
edd	crp	189	#ff0000	edd_crp	Q.not.R
fliM	fliP	219	#228b22	fliM_fliP	R.and.Q
argG	argH	208	#228b22	argG_argH	R.and.Q
gapA	rpsP	195	#ff0000	gapA_rpsP	Q.not.R
asnC	phnL	238	#ff0000	asnC_phnL	Q.not.R
pgk	crp	170	#228b22	pgk_crp	R.and.Q
nrfE	cadC	513	#228b22	nrfE_cadC	R.and.Q
glyA	guaB	191	#228b22	glyA_guaB	R.and.Q
crr	gapA	597	#228b22	crr_gapA	R.and.Q
aroL	ilvL	171	#ff0000	aroL_ilvL	Q.not.R
dcuD	aslB	156	#ff0000	dcuD_aslB	Q.not.R
skp	oppF	199	#ff0000	skp_oppF	Q.not.R
hdeB	osmY	181	#ff0000	hdeB_osmY	Q.not.R
cydB	crr	209	#228b22	cydB_crr	R.and.Q
ybjN	mukE	206	#ff0000	ybjN_mukE	Q.not.R
metQ	gyrB	48	#ff0000	metQ_gyrB	Q.not.R
gapA	rplS	171	#ff0000	gapA_rplS	Q.not.R
rpsI	rimM	361	#228b22	rpsI_rimM	R.and.Q
ahpC	rpoE	250	#ff0000	ahpC_rpoE	Q.not.R
ecpD	agaD	269	#ff0000	ecpD_agaD	Q.not.R
motA	motB	336	#228b22	motA_motB	R.and.Q
caiE	cadA	204	#228b22	caiE_cadA	R.and.Q
argI	carA	68	#228b22	argI_carA	R.and.Q
cheA	cheW	244	#228b22	cheA_cheW	R.and.Q
aroG	gnd	588	#ff0000	aroG_gnd	Q.not.R
rhaT	nrfE	263	#ff0000	rhaT_nrfE	Q.not.R
ksgA	apaG	214	#228b22	ksgA_apaG	R.and.Q
ulaG	nrfG	322	#228b22	ulaG_nrfG	R.and.Q
rhaS	treR	157	#ff0000	rhaS_treR	Q.not.R
phnH	phnL	391	#228b22	phnH_phnL	R.and.Q
yiaK	phnC	467	#ff0000	yiaK_phnC	Q.not.R
hdeB	hdeA	706	#228b22	hdeB_hdeA	R.and.Q
srlD	srlA	195	#228b22	srlD_srlA	R.and.Q
uxuR	yiaN	157	#228b22	uxuR_yiaN	R.and.Q
wcaB	wcaA	175	#228b22	wcaB_wcaA	R.and.Q
gspF	yiaL	163	#ff0000	gspF_yiaL	Q.not.R
seqA	smtA	159	#ff0000	seqA_smtA	Q.not.R
nfsB	serC	157	#ff0000	nfsB_serC	Q.not.R
cysH	cysC	393	#228b22	cysH_cysC	R.and.Q
yiaN	cadC	429	#ff0000	yiaN_cadC	Q.not.R
rimM	rpoS	151	#ff0000	rimM_rpoS	Q.not.R
caiE	phnF	175	#ff0000	caiE_phnF	Q.not.R
tnaB	nrfE	244	#ff0000	tnaB_nrfE	Q.not.R
melB	xylF	259	#228b22	melB_xylF	R.and.Q
nuoK	rpoE	206	#ff0000	nuoK_rpoE	Q.not.R
nuoK	rimM	193	#228b22	nuoK_rimM	R.and.Q
gspK	ytfE	225	#ff0000	gspK_ytfE	Q.not.R
yiaN	yiaK	209	#228b22	yiaN_yiaK	R.and.Q
xylG	sgbE	247	#228b22	xylG_sgbE	R.and.Q
trpB	glk	169	#ff0000	trpB_glk	Q.not.R
serC	cysK	386	#ff0000	serC_cysK	Q.not.R
scpC	rhaT	161	#ff0000	scpC_rhaT	Q.not.R
gspM	lacZ	353	#228b22	gspM_lacZ	R.and.Q
sucB	fruK	152	#ff0000	sucB_fruK	Q.not.R
rhaT	nanT	212	#228b22	rhaT_nanT	R.and.Q
melA	xylH	485	#228b22	melA_xylH	R.and.Q
lldP	tnaB	332	#ff0000	lldP_tnaB	Q.not.R
gspG	nanC	157	#ff0000	gspG_nanC	Q.not.R
nanT	yhdX	386	#ff0000	nanT_yhdX	Q.not.R
glnP	hupA	411	#ff0000	glnP_hupA	Q.not.R
tdcF	pgk	45	#228b22	tdcF_pgk	R.and.Q
ulaD	ulaC	203	#228b22	ulaD_ulaC	R.and.Q
treC	fixA	222	#228b22	treC_fixA	R.and.Q
gspJ	phnI	195	#ff0000	gspJ_phnI	Q.not.R
malS	phnP	165	#ff0000	malS_phnP	Q.not.R
agaD	rhaR	217	#ff0000	agaD_rhaR	Q.not.R
gcvT	gcvH	160	#228b22	gcvT_gcvH	R.and.Q
adiA	cadC	461	#ff0000	adiA_cadC	Q.not.R
gltD	skp	256	#228b22	gltD_skp	R.and.Q
cadC	fumB	173	#228b22	cadC_fumB	R.and.Q
pfkA	pgk	43	#228b22	pfkA_pgk	R.and.Q
sgbE	idnO	228	#228b22	sgbE_idnO	R.and.Q
caiT	nirC	217	#228b22	caiT_nirC	R.and.Q
ihfB	hupA	322	#ff0000	ihfB_hupA	Q.not.R
idnD	rhaD	306	#228b22	idnD_rhaD	R.and.Q
nirC	lyx	151	#228b22	nirC_lyx	R.and.Q
ybbW	acrE	231	#ff0000	ybbW_acrE	Q.not.R
rpsJ	rpsI	199	#228b22	rpsJ_rpsI	R.and.Q
purF	metK	154	#ff0000	purF_metK	Q.not.R
hyfD	agaD	263	#ff0000	hyfD_agaD	Q.not.R
ftsK	manY	225	#ff0000	ftsK_manY	Q.not.R
gspG	yiaL	250	#ff0000	gspG_yiaL	Q.not.R
araB	phnC	201	#ff0000	araB_phnC	Q.not.R
ptsI	pykF	499	#228b22	ptsI_pykF	R.and.Q
fixC	ulaA	175	#228b22	fixC_ulaA	R.and.Q
yjbG	yjbE	152	#228b22	yjbG_yjbE	R.and.Q
ptsI	rseB	336	#ff0000	ptsI_rseB	Q.not.R
gspG	ulaF	152	#ff0000	gspG_ulaF	Q.not.R
phnL	idnO	217	#ff0000	phnL_idnO	Q.not.R
ompA	icd	439	#ff0000	ompA_icd	Q.not.R
aroG	galM	163	#ff0000	aroG_galM	Q.not.R
yiaK	yjbE	206	#228b22	yiaK_yjbE	R.and.Q
soxR	phnK	189	#ff0000	soxR_phnK	Q.not.R
lyx	bglG	302	#228b22	lyx_bglG	R.and.Q
trpE	ilvA	68	#ff0000	trpE_ilvA	Q.not.R
gapA	rseA	159	#ff0000	gapA_rseA	Q.not.R
idnD	ulaF	214	#228b22	idnD_ulaF	R.and.Q
agaI	idnO	187	#ff0000	agaI_idnO	Q.not.R
fur	smtA	165	#ff0000	fur_smtA	Q.not.R
rpsJ	rpsS	491	#228b22	rpsJ_rpsS	R.and.Q
agaB	yhdZ	461	#ff0000	agaB_yhdZ	Q.not.R
lrp	smpA	532	#ff0000	lrp_smpA	Q.not.R
fumB	nrfB	212	#228b22	fumB_nrfB	R.and.Q
hdeA	cpxR	583	#ff0000	hdeA_cpxR	Q.not.R
cheA	motA	443	#228b22	cheA_motA	R.and.Q
sodB	iscS	81	#ff0000	sodB_iscS	Q.not.R
cadC	nanC	296	#ff0000	cadC_nanC	Q.not.R
nrdB	trmA	153	#228b22	nrdB_trmA	R.and.Q
argK	rhaS	161	#ff0000	argK_rhaS	Q.not.R
acrE	hyfC	183	#228b22	acrE_hyfC	R.and.Q
fixA	acrF	673	#228b22	fixA_acrF	R.and.Q
ecpD	phnM	168	#ff0000	ecpD_phnM	Q.not.R
garP	treC	326	#ff0000	garP_treC	Q.not.R
metI	mreB	382	#ff0000	metI_mreB	Q.not.R
slyB	rpsI	171	#ff0000	slyB_rpsI	Q.not.R
fliG	fliJ	225	#228b22	fliG_fliJ	R.and.Q
bglF	xylH	195	#228b22	bglF_xylH	R.and.Q
agaD	melR	300	#ff0000	agaD_melR	Q.not.R
lyx	phnP	247	#ff0000	lyx_phnP	Q.not.R
gspG	yiaN	203	#ff0000	gspG_yiaN	Q.not.R
lon	oppA	244	#ff0000	lon_oppA	Q.not.R
kbaY	yiaL	259	#ff0000	kbaY_yiaL	Q.not.R
cynX	dinF	165	#ff0000	cynX_dinF	Q.not.R
lyx	treC	336	#228b22	lyx_treC	R.and.Q
manX	gatA	490	#228b22	manX_gatA	R.and.Q
xylH	malS	314	#228b22	xylH_malS	R.and.Q
agaD	idnK	253	#ff0000	agaD_idnK	Q.not.R
gltA	nuoM	256	#228b22	gltA_nuoM	R.and.Q
xylG	ampC	263	#ff0000	xylG_ampC	Q.not.R
acnA	gltA	68	#228b22	acnA_gltA	R.and.Q
acs	yjcH	272	#228b22	acs_yjcH	R.and.Q
nrfE	fixC	225	#228b22	nrfE_fixC	R.and.Q
fixC	phnF	193	#ff0000	fixC_phnF	Q.not.R
sucC	gabD	28	#228b22	sucC_gabD	R.and.Q
ahpC	rplM	206	#ff0000	ahpC_rplM	Q.not.R
treC	rhaR	156	#228b22	treC_rhaR	R.and.Q
bglF	melA	336	#228b22	bglF_melA	R.and.Q
lldP	idnK	161	#ff0000	lldP_idnK	Q.not.R
yhdX	fumB	189	#ff0000	yhdX_fumB	Q.not.R
ackA	purA	66	#ff0000	ackA_purA	Q.not.R
xylB	xylA	435	#228b22	xylB_xylA	R.and.Q
pnp	aceF	326	#228b22	pnp_aceF	R.and.Q
ybbW	agaB	219	#ff0000	ybbW_agaB	Q.not.R
aceF	oppB	217	#228b22	aceF_oppB	R.and.Q
sdhD	sdhB	588	#228b22	sdhD_sdhB	R.and.Q
argH	carA	115	#228b22	argH_carA	R.and.Q
lldR	fadB	159	#228b22	lldR_fadB	R.and.Q
acrE	insK	168	#ff0000	acrE_insK	Q.not.R
cydB	hns	165	#228b22	cydB_hns	R.and.Q
icd	argD	34	#ff0000	icd_argD	Q.not.R
nuoG	nuoM	340	#228b22	nuoG_nuoM	R.and.Q
rbfA	infB	421	#228b22	rbfA_infB	R.and.Q
gatB	rpoE	167	#ff0000	gatB_rpoE	Q.not.R
lsrD	wcaA	151	#ff0000	lsrD_wcaA	Q.not.R
allD	yhdX	655	#ff0000	allD_yhdX	Q.not.R
allD	cadC	370	#ff0000	allD_cadC	Q.not.R
acrE	emrY	167	#228b22	acrE_emrY	R.and.Q
nanC	idnR	168	#228b22	nanC_idnR	R.and.Q
ulaG	yjiD	330	#ff0000	ulaG_yjiD	Q.not.R
agaI	phnF	286	#ff0000	agaI_phnF	Q.not.R
agaB	dcuD	170	#ff0000	agaB_dcuD	Q.not.R
rpsJ	rplD	429	#228b22	rpsJ_rplD	R.and.Q
fixA	adiA	219	#ff0000	fixA_adiA	Q.not.R
hyi	acrF	159	#ff0000	hyi_acrF	Q.not.R
guaB	purL	81	#228b22	guaB_purL	R.and.Q
fliL	flgB	330	#228b22	fliL_flgB	R.and.Q
ecpD	rhaT	175	#ff0000	ecpD_rhaT	Q.not.R
asnC	idnO	259	#ff0000	asnC_idnO	Q.not.R
fucP	garP	152	#ff0000	fucP_garP	Q.not.R
xapB	hyfB	404	#ff0000	xapB_hyfB	Q.not.R
hyfA	hyfD	326	#228b22	hyfA_hyfD	R.and.Q
ilvM	ilvE	374	#228b22	ilvM_ilvE	R.and.Q
adiA	melA	306	#ff0000	adiA_melA	Q.not.R
trmD	rimM	494	#228b22	trmD_rimM	R.and.Q
yiaM	ecpD	217	#228b22	yiaM_ecpD	R.and.Q
rhaS	rhaR	167	#228b22	rhaS_rhaR	R.and.Q
idnK	yjiD	250	#ff0000	idnK_yjiD	Q.not.R
pgk	epd	126	#228b22	pgk_epd	R.and.Q
oppB	oppC	642	#228b22	oppB_oppC	R.and.Q
cynX	garD	185	#ff0000	cynX_garD	Q.not.R
nanC	idnK	382	#228b22	nanC_idnK	R.and.Q
xylB	nrfG	165	#ff0000	xylB_nrfG	Q.not.R
cyoB	sucD	212	#228b22	cyoB_sucD	R.and.Q
prpR	lsrD	161	#228b22	prpR_lsrD	R.and.Q
ompA	yccA	159	#ff0000	ompA_yccA	Q.not.R
lyx	nrfF	181	#228b22	lyx_nrfF	R.and.Q
bcsZ	soxR	272	#ff0000	bcsZ_soxR	Q.not.R
insK	tnaB	300	#ff0000	insK_tnaB	Q.not.R
tnaB	bglB	214	#228b22	tnaB_bglB	R.and.Q
treC	yiaL	193	#228b22	treC_yiaL	R.and.Q
pgk	ptsH	214	#228b22	pgk_ptsH	R.and.Q
grpE	purD	322	#ff0000	grpE_purD	Q.not.R
gspA	ytfE	345	#ff0000	gspA_ytfE	Q.not.R
mhpB	phnG	292	#ff0000	mhpB_phnG	Q.not.R
dcuR	idnD	282	#ff0000	dcuR_idnD	Q.not.R
pflB	fabB	314	#ff0000	pflB_fabB	Q.not.R
lyx	melA	187	#228b22	lyx_melA	R.and.Q
asnB	trpB	183	#ff0000	asnB_trpB	Q.not.R
insK	yiaL	206	#ff0000	insK_yiaL	Q.not.R
lldP	phnG	225	#ff0000	lldP_phnG	Q.not.R
agaW	phnM	187	#ff0000	agaW_phnM	Q.not.R
phnP	phnM	322	#228b22	phnP_phnM	R.and.Q
mglA	mglC	163	#228b22	mglA_mglC	R.and.Q
rbsC	rbsK	302	#228b22	rbsC_rbsK	R.and.Q
yhdX	yiaK	272	#ff0000	yhdX_yiaK	Q.not.R
carB	codB	269	#228b22	carB_codB	R.and.Q
hyfB	paaC	286	#228b22	hyfB_paaC	R.and.Q
nrfE	phnH	175	#ff0000	nrfE_phnH	Q.not.R
glyA	purH	190	#228b22	glyA_purH	R.and.Q
alsB	idnR	168	#ff0000	alsB_idnR	Q.not.R
nrfE	lysU	189	#ff0000	nrfE_lysU	Q.not.R
mdh	fdhF	37	#ff0000	mdh_fdhF	Q.not.R
serC	purN	179	#ff0000	serC_purN	Q.not.R
gpmA	pfkA	26	#ff0000	gpmA_pfkA	Q.not.R
xylH	adiA	159	#ff0000	xylH_adiA	Q.not.R
livH	livG	62	#228b22	livH_livG	R.and.Q
xapA	kbaY	175	#ff0000	xapA_kbaY	Q.not.R
oppC	nuoH	253	#228b22	oppC_nuoH	R.and.Q
slyB	uvrY	555	#ff0000	slyB_uvrY	Q.not.R
araD	xylH	187	#228b22	araD_xylH	R.and.Q
agaD	yiaK	340	#ff0000	agaD_yiaK	Q.not.R
uvrC	infB	389	#ff0000	uvrC_infB	Q.not.R
acrE	tdcC	201	#228b22	acrE_tdcC	R.and.Q
garP	rhaT	453	#ff0000	garP_rhaT	Q.not.R
ulaG	treR	181	#ff0000	ulaG_treR	Q.not.R
flhC	fliD	250	#ff0000	flhC_fliD	Q.not.R
trmD	rpsQ	336	#228b22	trmD_rpsQ	R.and.Q
yjbG	nrfE	212	#228b22	yjbG_nrfE	R.and.Q
bglF	yjbE	300	#ff0000	bglF_yjbE	Q.not.R
araJ	ytfE	306	#ff0000	araJ_ytfE	Q.not.R
slyB	ubiG	217	#ff0000	slyB_ubiG	Q.not.R
astC	argI	40	#228b22	astC_argI	R.and.Q
allD	phnC	546	#ff0000	allD_phnC	Q.not.R
flhD	fliC	241	#228b22	flhD_fliC	R.and.Q
nuoG	ptsH	152	#ff0000	nuoG_ptsH	Q.not.R
mhpB	allD	179	#ff0000	mhpB_allD	Q.not.R
pflB	ptsI	345	#228b22	pflB_ptsI	R.and.Q
yiaN	sgbE	235	#228b22	yiaN_sgbE	R.and.Q
wcaB	agaS	263	#ff0000	wcaB_agaS	Q.not.R
allD	phnM	222	#ff0000	allD_phnM	Q.not.R
sra	slyB	173	#ff0000	sra_slyB	Q.not.R
ptsG	crr	247	#228b22	ptsG_crr	R.and.Q
idnK	melA	175	#228b22	idnK_melA	R.and.Q
ulaA	xylG	170	#228b22	ulaA_xylG	R.and.Q
ycgR	flgN	181	#228b22	ycgR_flgN	R.and.Q
glnP	gapA	256	#ff0000	glnP_gapA	Q.not.R
truB	pck	157	#ff0000	truB_pck	Q.not.R
phnN	ulaD	292	#ff0000	phnN_ulaD	Q.not.R
grpE	ilvC	171	#ff0000	grpE_ilvC	Q.not.R
ptsG	ptsI	306	#228b22	ptsG_ptsI	R.and.Q
ompA	rplM	203	#ff0000	ompA_rplM	Q.not.R
edd	rplM	201	#ff0000	edd_rplM	Q.not.R
nrfE	idnK	490	#ff0000	nrfE_idnK	Q.not.R
nuoL	nuoM	800	#228b22	nuoL_nuoM	R.and.Q
acrF	rhaT	579	#ff0000	acrF_rhaT	Q.not.R
cheB	tap	490	#228b22	cheB_tap	R.and.Q
ilvB	ilvN	181	#228b22	ilvB_ilvN	R.and.Q
nrfF	ytfE	288	#ff0000	nrfF_ytfE	Q.not.R
pflB	pgk	179	#228b22	pflB_pgk	R.and.Q
phnG	ulaD	151	#ff0000	phnG_ulaD	Q.not.R
cysK	hupA	185	#ff0000	cysK_hupA	Q.not.R
rhaS	cadA	214	#ff0000	rhaS_cadA	Q.not.R
rbfA	pnp	288	#228b22	rbfA_pnp	R.and.Q
acrF	cadA	518	#ff0000	acrF_cadA	Q.not.R
purM	purL	103	#228b22	purM_purL	R.and.Q
pdxA	pps	392	#ff0000	pdxA_pps	Q.not.R
gspG	alsA	157	#ff0000	gspG_alsA	Q.not.R
phnG	idnK	374	#ff0000	phnG_idnK	Q.not.R
rseA	hupA	292	#ff0000	rseA_hupA	Q.not.R
rhaD	phnF	170	#ff0000	rhaD_phnF	Q.not.R
flgM	cheW	212	#ff0000	flgM_cheW	Q.not.R
kbaZ	nanT	179	#228b22	kbaZ_nanT	R.and.Q
rhaD	ulaF	167	#228b22	rhaD_ulaF	R.and.Q
xapB	agaS	154	#ff0000	xapB_agaS	Q.not.R
nrfE	treC	244	#ff0000	nrfE_treC	Q.not.R
cysJ	cysI	199	#228b22	cysJ_cysI	R.and.Q
acnA	gdhA	117	#228b22	acnA_gdhA	R.and.Q
sgbH	nanE	199	#228b22	sgbH_nanE	R.and.Q
ulaF	sgbE	330	#228b22	ulaF_sgbE	R.and.Q
slyB	ompC	185	#ff0000	slyB_ompC	Q.not.R
phnJ	phnL	179	#228b22	phnJ_phnL	R.and.Q
sdhB	sucD	91	#228b22	sdhB_sucD	R.and.Q
gatY	gatA	235	#228b22	gatY_gatA	R.and.Q
lrp	iscA	171	#ff0000	lrp_iscA	Q.not.R
bglF	rhaR	156	#228b22	bglF_rhaR	R.and.Q
icd	oppB	37	#228b22	icd_oppB	R.and.Q
yaiA	ilvL	288	#ff0000	yaiA_ilvL	Q.not.R
ftsK	serC	228	#ff0000	ftsK_serC	Q.not.R
melB	ampC	222	#ff0000	melB_ampC	Q.not.R
gspH	ytfE	179	#ff0000	gspH_ytfE	Q.not.R
hisJ	glnH	222	#228b22	hisJ_glnH	R.and.Q
edd	fliY	153	#ff0000	edd_fliY	Q.not.R
insK	phnF	504	#ff0000	insK_phnF	Q.not.R
tdcD	agaS	183	#ff0000	tdcD_agaS	Q.not.R
ahpC	gltI	253	#ff0000	ahpC_gltI	Q.not.R
yiaL	yiaK	555	#228b22	yiaL_yiaK	R.and.Q
nuoN	rseB	206	#ff0000	nuoN_rseB	Q.not.R
eda	rseB	171	#ff0000	eda_rseB	Q.not.R
bcsB	nrfG	168	#228b22	bcsB_nrfG	R.and.Q
yhdZ	cadA	332	#ff0000	yhdZ_cadA	Q.not.R
uxuB	gntT	225	#228b22	uxuB_gntT	R.and.Q
dcuD	acrF	222	#ff0000	dcuD_acrF	Q.not.R
gcvH	tdcF	24	#228b22	gcvH_tdcF	R.and.Q
lyx	yiaM	314	#228b22	lyx_yiaM	R.and.Q
carA	carB	582	#228b22	carA_carB	R.and.Q
tnaC	tnaA	411	#228b22	tnaC_tnaA	R.and.Q
oppB	oppD	673	#228b22	oppB_oppD	R.and.Q
dcuD	nrfE	191	#228b22	dcuD_nrfE	R.and.Q
melR	cadA	541	#ff0000	melR_cadA	Q.not.R
fumC	sucD	86	#228b22	fumC_sucD	R.and.Q
ydfD	hyfC	157	#ff0000	ydfD_hyfC	Q.not.R
gltA	hns	151	#ff0000	gltA_hns	Q.not.R
nirC	gspK	187	#228b22	nirC_gspK	R.and.Q
caiA	caiC	181	#228b22	caiA_caiC	R.and.Q
yiaL	cadC	417	#ff0000	yiaL_cadC	Q.not.R
pheM	cvpA	168	#ff0000	pheM_cvpA	Q.not.R
hyaB	fliA	99	#ff0000	hyaB_fliA	Q.not.R
ilvC	tufB	128	#ff0000	ilvC_tufB	Q.not.R
carA	argF	70	#228b22	carA_argF	R.and.Q
recA	uvrB	247	#228b22	recA_uvrB	R.and.Q
flgE	flgI	64	#228b22	flgE_flgI	R.and.Q
garD	gspE	179	#ff0000	garD_gspE	Q.not.R
insK	yiaN	565	#ff0000	insK_yiaN	Q.not.R
yiaK	phnG	318	#ff0000	yiaK_phnG	Q.not.R
pncB	pyrC	159	#ff0000	pncB_pyrC	Q.not.R
allD	gspI	225	#ff0000	allD_gspI	Q.not.R
lyx	adiA	370	#228b22	lyx_adiA	R.and.Q
yiaL	fixA	276	#228b22	yiaL_fixA	R.and.Q
guaB	prs	64	#228b22	guaB_prs	R.and.Q
nrfB	nirC	322	#228b22	nrfB_nirC	R.and.Q
ahpC	gltA	193	#ff0000	ahpC_gltA	Q.not.R
rpoE	hupA	238	#ff0000	rpoE_hupA	Q.not.R
grpE	hpt	40	#228b22	grpE_hpt	R.and.Q
caiT	allD	513	#ff0000	caiT_allD	Q.not.R
metQ	metI	225	#228b22	metQ_metI	R.and.Q
bcsB	alsC	225	#ff0000	bcsB_alsC	Q.not.R
acrF	yiaN	161	#ff0000	acrF_yiaN	Q.not.R
allD	ulaD	175	#ff0000	allD_ulaD	Q.not.R
oppC	nuoI	276	#228b22	oppC_nuoI	R.and.Q
gspA	melB	201	#ff0000	gspA_melB	Q.not.R
glgA	glgP	96	#228b22	glgA_glgP	R.and.Q
hyaC	hyaB	276	#228b22	hyaC_hyaB	R.and.Q
ahpC	ihfB	212	#ff0000	ahpC_ihfB	Q.not.R
tdcB	yiaL	161	#228b22	tdcB_yiaL	R.and.Q
seqA	dps	203	#ff0000	seqA_dps	Q.not.R
ecpD	gspA	204	#ff0000	ecpD_gspA	Q.not.R
yhdZ	rhaS	152	#ff0000	yhdZ_rhaS	Q.not.R
gspF	nrfG	203	#ff0000	gspF_nrfG	Q.not.R
purD	guaA	45	#228b22	purD_guaA	R.and.Q
ftsZ	lpxD	151	#ff0000	ftsZ_lpxD	Q.not.R
prpD	icd	136	#ff0000	prpD_icd	Q.not.R
gapA	rpoE	152	#ff0000	gapA_rpoE	Q.not.R
ulaG	ulaA	318	#228b22	ulaG_ulaA	R.and.Q
gltD	sucC	222	#228b22	gltD_sucC	R.and.Q
melR	cadC	259	#ff0000	melR_cadC	Q.not.R
ptsG	rseB	168	#ff0000	ptsG_rseB	Q.not.R
aceF	lpxD	183	#ff0000	aceF_lpxD	Q.not.R
ilvE	tufB	40	#ff0000	ilvE_tufB	Q.not.R
sucC	mdh	149	#228b22	sucC_mdh	R.and.Q
cheZ	cheA	157	#ff0000	cheZ_cheA	Q.not.R
yiaK	bglG	349	#228b22	yiaK_bglG	R.and.Q
bglF	phnG	231	#ff0000	bglF_phnG	Q.not.R
rpsQ	rpsP	175	#228b22	rpsQ_rpsP	R.and.Q
ftsK	ihfB	361	#ff0000	ftsK_ihfB	Q.not.R
acrE	nanC	292	#ff0000	acrE_nanC	Q.not.R
hyi	allD	386	#ff0000	hyi_allD	Q.not.R
gcvP	gcvH	126	#228b22	gcvP_gcvH	R.and.Q
hyi	gspI	276	#ff0000	hyi_gspI	Q.not.R
agaI	bglB	157	#ff0000	agaI_bglB	Q.not.R
cheR	fliI	370	#ff0000	cheR_fliI	Q.not.R
crr	rplM	340	#ff0000	crr_rplM	Q.not.R
glgC	gatC	154	#228b22	glgC_gatC	R.and.Q
phnK	ulaF	244	#ff0000	phnK_ulaF	Q.not.R
flhA	rpoD	165	#ff0000	flhA_rpoD	Q.not.R
leuD	ilvB	32	#ff0000	leuD_ilvB	Q.not.R
hyfB	agaD	217	#ff0000	hyfB_agaD	Q.not.R
bglF	xylR	256	#228b22	bglF_xylR	R.and.Q
nusA	pnp	191	#228b22	nusA_pnp	R.and.Q
adiA	yjbE	382	#228b22	adiA_yjbE	R.and.Q
lrp	phoP	272	#ff0000	lrp_phoP	Q.not.R
gspG	nrfE	340	#ff0000	gspG_nrfE	Q.not.R
gspF	nanC	345	#ff0000	gspF_nanC	Q.not.R
manY	rseA	222	#ff0000	manY_rseA	Q.not.R
ptsH	purC	183	#ff0000	ptsH_purC	Q.not.R
mdh	frdB	79	#ff0000	mdh_frdB	Q.not.R
nuoI	nuoM	532	#228b22	nuoI_nuoM	R.and.Q
ompA	ompF	417	#228b22	ompA_ompF	R.and.Q
