; String coexpression dataset
; Top score coexpression interactions (> 550)
#source	target	label
RPS21B	RPS5	677
RPS21B	RPL14A	680
RPS21B	TMA19	618
RPS21B	RPS27A	663
RPS21B	RPL17A	656
RPS21B	RPS21A	672
RPS21B	RPL8B	644
RPS21B	RPS0B	556
RPS21B	RPL22A	649
RPS21B	STM1	556
RPS21B	RPL37A	568
RPS21B	RPS28B	631
RPS21B	RPL38	661
RPS21B	RPS29A	669
RPS21B	RPL6B	652
RPS21B	RPS17A	726
RPS21B	RPS1B	610
RPS21B	RPL6A	647
RPS21B	ASC1	587
RPS21B	RPL13B	580
RPS21B	RPL36A	665
RPS21B	RPL16B	561
RPS21B	RPL42A	640
RPS21B	RPS3	678
RPS21B	RPL18B	590
RPS21B	RPS19B	565
RPS21B	RPL25	604
RPS21B	RPS7A	561
RPS21B	RPL33B	722
RPS21B	RPS12	622
RPS21B	EGD1	624
RPS21B	RPL21B	649
RPS21B	RPS6A	580
RPS21B	RPL1A	674
RPS21B	RPL43A	568
RPS21B	RPL11A	699
RPS21B	RPS23B	627
TIF2	RPS22A	724
TIF2	RPS5	704
TIF2	RPL14A	656
TIF2	TMA19	672
TIF2	RPL17A	736
TIF2	RPL8B	716
TIF2	RPL15A	585
TIF2	RPS0B	620
TIF2	STM1	590
TIF2	RPS28B	620
TIF2	RPS29A	620
TIF2	RPS1A	618
TIF2	RPL6B	613
TIF2	RPS17A	615
TIF2	RPS1B	672
TIF2	RPL6A	585
TIF2	URA5	624
TIF2	ASC1	620
TIF2	RPL9B	566
TIF2	RPS3	619
TIF2	RPL18B	592
TIF2	RPS12	594
TIF2	RPL21B	561
TIF2	RPS6A	625
TIF2	RPL1A	718
TIF2	RPL11A	606
RPA34	MRT4	638
RPA34	PWP1	590
RPA34	DBP9	647
RPA34	NOP15	568
RPA34	RPA49	561
RPA34	BRX1	622
RPA34	UTP23	564
RPL17B	RPS22A	657
RPL17B	RPS5	695
RPL17B	RPL14A	687
RPL17B	RPL17A	720
RPL17B	RPL8B	730
RPL17B	RPL15A	566
RPL17B	RPS0B	631
RPL17B	RPL22A	619
RPL17B	RPL37A	624
RPL17B	RPL38	608
RPL17B	RPS29A	558
RPL17B	RPL6B	651
RPL17B	RPS1B	553
RPL17B	RPL6A	592
RPL17B	ASC1	608
RPL17B	RPL42A	556
RPL17B	RPS3	603
RPL17B	RPS15	660
RPL17B	RPL25	563
RPL17B	RPL33B	553
RPL17B	RPL21B	556
RPL17B	RPS6A	596
RPL17B	RPL1A	684
RPL17B	RPL11A	574
RPS22A	RPS5	791
RPS22A	RPL14A	804
RPS22A	TMA19	797
RPS22A	RPS27A	655
RPS22A	RPL17A	777
RPS22A	PRS1	566
RPS22A	RPS21A	773
RPS22A	RPL8B	790
RPS22A	RPL15A	675
RPS22A	RPS0B	742
RPS22A	FRS1	556
RPS22A	RPL22A	721
RPS22A	RPL10	699
RPS22A	STM1	663
RPS22A	RPL37A	665
RPS22A	RPS28B	789
RPS22A	RPL38	766
RPS22A	RPS25B	573
RPS22A	RPP0	649
RPS22A	RPL26A	617
RPS22A	RPS22B	611
RPS22A	SUR4	634
RPS22A	RPS29A	814
RPS22A	RPS1A	718
RPS22A	RPL6B	695
RPS22A	RPS17A	792
RPS22A	RPS1B	741
RPS22A	RPL6A	763
RPS22A	URA5	663
RPS22A	ASC1	708
RPS22A	RPL13B	658
RPS22A	RPL36A	708
RPS22A	RPL9B	726
RPS22A	RPL16B	736
RPS22A	RPS7B	620
RPS22A	RPL42A	794
RPS22A	RPS3	785
RPS22A	SSB2	604
RPS22A	RPL18B	745
RPS22A	RPS19B	603
RPS22A	RPP2A	601
RPS22A	RPS15	671
RPS22A	RPL25	737
RPS22A	RPL3	597
RPS22A	RPS7A	738
RPS22A	RPS28A	750
RPS22A	RPL33B	746
RPS22A	CAF20	599
RPS22A	RPS10A	723
RPS22A	RPS12	789
RPS22A	EGD1	666
RPS22A	RPL21B	776
RPS22A	RPS6A	736
RPS22A	RPL33A	580
RPS22A	RPL1A	802
RPS22A	RPL11A	820
RPS22A	RPS23B	759
YJL225C	YLL066C	691
YJL225C	YLL067C	689
YJL225C	YRF1-4	764
YJL225C	YML133C	704
MPP10	DRS1	573
MPP10	DBP9	564
MPP10	IPI3	640
MPP10	RPA49	552
MPP10	NOC2	627
SAG1	STE3	818
SAG1	YLR040C	764
SAG1	MF(ALPHA)1	706
TDH2	FBA1	635
MET3	MET14	606
ILV3	ILV5	568
ILV3	ILV2	658
YJR026W	YJR028W	613
YJR029W	YML039W	631
YJR029W	YML045W	615
YJR029W	YMR045C	695
LIA1	CBF5	578
LIA1	TIF3	564
MIR1	ATP2	643
YJR096W	YKL091C	587
YJR096W	TFS1	556
YJR096W	MSC1	682
YJR096W	YMR090W	629
YJR096W	ALD2	564
YJR096W	GAD1	647
CPA2	ECM40	554
CPA2	ARG1	597
RPS5	RPL14A	802
RPS5	TMA19	751
RPS5	RPL17A	755
RPS5	RPS21A	596
RPS5	RPL8B	824
RPS5	RPL15A	706
RPS5	RPS0B	685
RPS5	RPL22A	688
RPS5	RPL10	694
RPS5	STM1	676
RPS5	RPL37A	624
RPS5	YEF3	554
RPS5	RPS28B	613
RPS5	RPL38	734
RPS5	RPS25B	587
RPS5	RPP0	650
RPS5	RPS29A	695
RPS5	RPS1A	768
RPS5	RPL6B	718
RPS5	RPS17A	766
RPS5	RPS1B	791
RPS5	RPL6A	738
RPS5	ASC1	761
RPS5	RPL13B	694
RPS5	RPL36A	631
RPS5	RPL9B	744
RPS5	RPL16B	587
RPS5	RPS7B	653
RPS5	RPL42A	726
RPS5	RPS3	820
RPS5	RPL18B	690
RPS5	RPP2A	573
RPS5	RPS15	680
RPS5	RPL25	678
RPS5	CDC33	582
RPS5	RPL3	669
RPS5	RPS7A	616
RPS5	RPL33B	649
RPS5	RPS10A	555
RPS5	RPS12	750
RPS5	EGD1	628
RPS5	RPL21B	697
RPS5	RPS9A	597
RPS5	RPS6A	745
RPS5	RPL5	556
RPS5	RPL1A	813
RPS5	RPL11A	780
RPS5	RPS23B	654
RPL14A	TMA19	749
RPL14A	RPS27A	585
RPL14A	RPL17A	796
RPL14A	PRS1	611
RPL14A	RPS21A	661
RPL14A	RPL8B	777
RPL14A	RPL15A	700
RPL14A	RPS0B	724
RPL14A	RPL22A	731
RPL14A	RPL10	670
RPL14A	STM1	647
RPL14A	RPL37A	726
RPL14A	RPS28B	676
RPL14A	RPL38	728
RPL14A	RPS25B	554
RPL14A	SUR4	613
RPL14A	RPS29A	726
RPL14A	RPS1A	690
RPL14A	RPL6B	734
RPL14A	RPS17A	744
RPL14A	RPS1B	729
RPL14A	RPL6A	738
RPL14A	URA5	592
RPL14A	ASC1	702
RPL14A	RPL13B	691
RPL14A	RPL36A	693
RPL14A	RPL9B	667
RPL14A	RPL16B	715
RPL14A	RPS7B	648
RPL14A	RPL42A	796
RPL14A	RPS3	759
RPL14A	SSB2	552
RPL14A	RPL18B	727
RPL14A	RPS19B	607
RPL14A	RPP2A	578
RPL14A	RPS15	714
RPL14A	RPL25	720
RPL14A	RPL3	645
RPL14A	RPS7A	697
RPL14A	RPS28A	624
RPL14A	RPL33B	706
RPL14A	RPS10A	607
RPL14A	RPS12	774
RPL14A	EGD1	665
RPL14A	RPL21B	744
RPL14A	RPS9A	606
RPL14A	RPS6A	705
RPL14A	RPL5	556
RPL14A	RPL1A	773
RPL14A	RPL11A	787
RPL14A	RPS23B	732
MRT4	EBP2	592
MRT4	TRM2	580
MRT4	RPF2	712
MRT4	RLP24	640
MRT4	CBF5	663
MRT4	PWP1	571
MRT4	DBP9	656
MRT4	HAS1	566
MRT4	RLP7	682
MRT4	IMP4	585
MRT4	NOP15	695
MRT4	RPA49	712
MRT4	BRX1	728
MRT4	UTP23	585
MRT4	PNO1	649
MRT4	RPC40	590
ATP7	SDH2	554
ATP7	ATP4	634
ATP7	ATP20	594
YKL018C-A	YLR363W-A	802
YKL018C-A	YNL162W-A	787
TMA19	RPL17A	646
TMA19	RPS21A	618
TMA19	RPL8B	661
TMA19	RPL15A	613
TMA19	RPS0B	620
TMA19	RPL22A	663
TMA19	RPL10	613
TMA19	RPL37A	599
TMA19	RPS28B	692
TMA19	RPL38	687
TMA19	RPP0	604
TMA19	SUR4	592
TMA19	RPS29A	722
TMA19	RPS1A	621
TMA19	RPL6B	589
TMA19	RPS17A	708
TMA19	RPS1B	573
TMA19	RPL6A	623
TMA19	URA5	620
TMA19	ASC1	678
TMA19	RPL36A	634
TMA19	RPL9B	582
TMA19	RPL16B	628
TMA19	RPL42A	672
TMA19	RPS3	758
TMA19	RPL18B	702
TMA19	RPS19B	556
TMA19	RPP2A	624
TMA19	RPS15	665
TMA19	RPL25	587
TMA19	RPL3	604
TMA19	RPS28A	662
TMA19	RPL33B	659
TMA19	RPS10A	552
TMA19	RPS12	789
TMA19	EGD1	665
TMA19	RPL21B	739
TMA19	RPS6A	552
TMA19	RPL5	582
TMA19	RPL1A	749
TMA19	RPL11A	728
TMA19	RPS23B	638
DHR2	DBP7	568
DHR2	DRS1	556
DHR2	IPI3	645
YKL091C	DCS1	554
OAC1	ILV2	624
SDH3	SDH2	597
LTV1	DRS1	582
LTV1	IPI3	587
SDH1	SDH2	694
RPS27A	RPL17A	595
RPS27A	RPS21A	656
RPS27A	RPL22A	697
RPS27A	RPS28B	624
RPS27A	RPL38	608
RPS27A	RPS29A	675
RPS27A	RPL6B	554
RPS27A	RPS17A	640
RPS27A	RPL6A	598
RPS27A	RPL36A	662
RPS27A	RPS7B	561
RPS27A	RPL42A	663
RPS27A	RPL25	559
RPS27A	RPB8	554
RPS27A	RPL33B	766
RPS27A	RPS12	575
RPS27A	RPL21B	647
RPS27A	RPL1A	555
RPS27A	RPL11A	615
RPS27A	RPS23B	568
EBP2	DBP9	622
EBP2	NOP15	611
STE3	YLR040C	810
STE3	MF(ALPHA)1	685
RPL17A	RPS21A	638
RPL17A	RPL8B	826
RPL17A	RPL15A	665
RPL17A	RPS0B	730
RPL17A	RPL22A	751
RPL17A	RPL10	631
RPL17A	STM1	658
RPL17A	RPL37A	665
RPL17A	RPS28B	716
RPL17A	RPL38	592
RPL17A	RPS29A	738
RPL17A	RPS1A	669
RPL17A	RPL6B	725
RPL17A	RPS17A	682
RPL17A	RPS1B	733
RPL17A	RPL6A	764
RPL17A	URA5	615
RPL17A	ASC1	680
RPL17A	RPL13B	667
RPL17A	RPL36A	622
RPL17A	RPL9B	661
RPL17A	RPL16B	704
RPL17A	RPS7B	666
RPL17A	RPL42A	686
RPL17A	RPS3	674
RPL17A	SSB2	556
RPL17A	RPL18B	688
RPL17A	RPS15	750
RPL17A	RPL25	654
RPL17A	RPL3	599
RPL17A	RPS7A	697
RPL17A	RPS28A	579
RPL17A	RPL33B	654
RPL17A	RPS12	665
RPL17A	EGD1	647
RPL17A	RPL21B	706
RPL17A	RPS6A	711
RPL17A	RPL1A	763
RPL17A	RPL11A	709
RPL17A	RPS23B	649
STE6	MFA2	613
URA1	URA4	782
URA1	RIB4	693
DBP7	DRS1	564
DBP7	IPI3	585
TRM2	RPF2	582
TRM2	DRS1	564
TRM2	RLP24	585
TRM2	PWP1	638
TRM2	UTP13	571
TRM2	UTP15	566
TRM2	HAS1	615
TRM2	IPI3	590
TRM2	RPA49	649
TRM2	BRX1	573
TRM2	NOC4	556
RPS21A	RPL8B	626
RPS21A	RPS0B	601
RPS21A	RPL22A	666
RPS21A	RPL10	672
RPS21A	RPL37A	590
RPS21A	RPS28B	702
RPS21A	RPL38	640
RPS21A	RPS29A	720
RPS21A	RPS17A	689
RPS21A	RPS1B	591
RPS21A	RPL6A	608
RPS21A	URA5	554
RPS21A	RPL36A	674
RPS21A	RPL9B	566
RPS21A	RPL16B	680
RPS21A	RPL42A	611
RPS21A	RPS3	615
RPS21A	RPL18B	564
RPS21A	RPL25	573
RPS21A	RPS7A	587
RPS21A	RPS28A	636
RPS21A	RPL33B	661
RPS21A	RPS10A	556
RPS21A	RPS12	631
RPS21A	EGD1	582
RPS21A	RPL21B	706
RPS21A	RPL1A	575
RPS21A	RPL11A	688
RPS21A	RPS23B	676
RPF2	RLP24	643
RPF2	CBF5	580
RPF2	PWP1	678
RPF2	UTP13	604
RPF2	DBP9	599
RPF2	HAS1	604
RPF2	NOP15	622
RPF2	RPA49	691
RPF2	BRX1	722
RPF2	PNO1	566
RPF2	YTM1	604
DRS1	RLP24	631
DRS1	DIP2	624
DRS1	PWP1	638
DRS1	RRP5	573
DRS1	HAS1	629
DRS1	KRE33	604
DRS1	IPI3	631
DRS1	RPA49	571
DRS1	NOC2	575
DRS1	NOP4	590
DRS1	RPC40	568
DRS1	MRD1	620
SOF1	DBP9	578
SDH2	NDI1	680
RPL8B	RPL15A	767
RPL8B	RPS0B	716
RPL8B	RPL22A	677
RPL8B	RPL10	663
RPL8B	STM1	708
RPL8B	RPL37A	634
RPL8B	RPS28B	668
RPL8B	RPL38	656
RPL8B	RPP0	640
RPL8B	RPS29A	715
RPL8B	RPS1A	704
RPL8B	RPL6B	749
RPL8B	RPS17A	698
RPL8B	RPS1B	772
RPL8B	RPL6A	734
RPL8B	URA5	561
RPL8B	ASC1	709
RPL8B	RPL15B	596
RPL8B	RPL13B	677
RPL8B	RPL36A	613
RPL8B	RPL9B	786
RPL8B	RPL16B	639
RPL8B	RPS7B	611
RPL8B	RPL42A	702
RPL8B	RPS3	792
RPL8B	RPL18B	724
RPL8B	RPP2A	609
RPL8B	RPS15	712
RPL8B	RPL25	720
RPL8B	RPL3	681
RPL8B	RPS7A	658
RPL8B	RPL33B	631
RPL8B	RPS10A	565
RPL8B	RPS12	712
RPL8B	EGD1	651
RPL8B	RPL21B	645
RPL8B	RPS9A	572
RPL8B	RPS6A	786
RPL8B	RPL1A	813
RPL8B	RPL11A	770
RPL8B	RPS23B	635
YLL066C	YRF1-4	734
YLL066C	YML133C	594
YLL067C	YRF1-4	674
YLL067C	YML133C	568
YLR003C	NOP15	611
RLP24	PWP1	636
RLP24	DBP9	571
RLP24	HAS1	627
RLP24	RLP7	691
RLP24	NOP15	573
RLP24	IPI3	590
RLP24	RPA49	693
RLP24	BRX1	691
RLP24	PNO1	556
RLP24	NOP4	601
RLP24	RPC40	554
RPL15A	RPS0B	613
RPL15A	RPL22A	569
RPL15A	RPL10	643
RPL15A	STM1	571
RPL15A	RPL37A	578
RPL15A	RPL38	575
RPL15A	RPS29A	611
RPL15A	RPS1A	599
RPL15A	RPL6B	587
RPL15A	RPS17A	618
RPL15A	RPS1B	712
RPL15A	RPL6A	568
RPL15A	ASC1	582
RPL15A	RPL15B	720
RPL15A	RPL13B	569
RPL15A	RPL36A	575
RPL15A	RPL9B	587
RPL15A	RPL42A	593
RPL15A	RPS3	673
RPL15A	RPL18B	629
RPL15A	RPS15	580
RPL15A	RPL25	585
RPL15A	RPL3	568
RPL15A	RPS7A	589
RPL15A	RPS12	661
RPL15A	EGD1	568
RPL15A	RPL21B	585
RPL15A	RPS6A	652
RPL15A	RPL1A	658
RPL15A	RPL11A	689
RPL15A	RPS23B	561
COX12	COX7	590
YLR040C	MF(ALPHA)1	672
PDC1	RPP0	556
RPS0B	FRS1	554
RPS0B	RPL22A	606
RPS0B	RPL10	695
RPS0B	STM1	647
RPS0B	RPL37A	601
RPS0B	YEF3	674
RPS0B	RPS28B	636
RPS0B	RPL38	592
RPS0B	RPP0	592
RPS0B	RPS29A	669
RPS0B	RPL6B	672
RPS0B	RPS17A	566
RPS0B	RPS1B	552
RPS0B	RPL6A	744
RPS0B	URA5	573
RPS0B	ASC1	638
RPS0B	RPL13B	674
RPS0B	GUA1	582
RPS0B	RPL16B	730
RPS0B	RPS7B	559
RPS0B	RPL42A	559
RPS0B	RPS3	588
RPS0B	SSB2	578
RPS0B	RPL18B	718
RPS0B	RPP2A	645
RPS0B	RPS15	674
RPS0B	RPL25	559
RPS0B	RPL3	622
RPS0B	RPS7A	640
RPS0B	RPS28A	575
RPS0B	RPB8	573
RPS0B	RPL33B	592
RPS0B	RPS12	654
RPS0B	RPL21B	640
RPS0B	RPS6A	561
RPS0B	RPL1A	645
RPS0B	RPL11A	661
RPS0B	RPS23B	587
FCF2	NOP15	582
FRS1	RPL22A	571
FRS1	RPL10	587
FRS1	EGD1	571
FRS1	RPL21B	552
RPL22A	RPL10	659
RPL22A	RPL37A	727
RPL22A	RPS28B	672
RPL22A	RPL38	678
RPL22A	RPL26A	581
RPL22A	RPS29A	729
RPL22A	RPS1A	631
RPL22A	RPL6B	680
RPL22A	RPS17A	730
RPL22A	RPS1B	662
RPL22A	RPL6A	697
RPL22A	ASC1	600
RPL22A	RPL13B	675
RPL22A	RPL36A	726
RPL22A	RPL16B	621
RPL22A	RPS7B	720
RPL22A	RPL42A	712
RPL22A	RPS3	689
RPL22A	RPL18B	674
RPL22A	RPS19B	671
RPL22A	RPP2A	554
RPL22A	RPS15	608
RPL22A	RPL25	635
RPL22A	RPL3	609
RPL22A	RPS7A	657
RPL22A	RPS28A	623
RPL22A	RPB8	611
RPL22A	RPL33B	720
RPL22A	RPS12	761
RPL22A	EGD1	703
RPL22A	RPL21B	796
RPL22A	RPS6A	643
RPL22A	RPL1A	699
RPL22A	RPL11A	749
RPL22A	RPS23B	690
RPL10	STM1	624
RPL10	RPL37A	578
RPL10	RPS28B	611
RPL10	RPL38	669
RPL10	RPS29A	733
RPL10	RPS1A	551
RPL10	RPS17A	640
RPL10	RPS1B	622
RPL10	RPL6A	599
RPL10	RPL13B	587
RPL10	RPL36A	585
RPL10	RPL16B	659
RPL10	RPS3	657
RPL10	RPL18B	631
RPL10	RPL3	599
RPL10	RPS7A	606
RPL10	RPS28A	599
RPL10	RPS12	724
RPL10	EGD1	708
RPL10	RPL21B	703
RPL10	RPL1A	573
RPL10	RPL11A	710
RPL10	RPS23B	690
EMP70	SUR4	592
DIP2	UTP13	564
DIP2	DBP9	573
DIP2	UTP21	606
DIP2	RRP5	566
DIP2	IPI3	575
DIP2	RPA49	627
STM1	RPS28B	556
STM1	RPL38	611
STM1	RPP0	552
STM1	RPS29A	561
STM1	RPL6B	672
STM1	RPS1B	618
STM1	RPL6A	620
STM1	RPS3	611
STM1	RPS15	608
STM1	RPL25	580
STM1	RPS12	592
STM1	EGD1	627
STM1	RPS6A	556
STM1	RPL1A	566
STM1	RPL11A	652
YLR157C-A	YLR227W-A	748
YLR157C-A	YLR227W-B	753
YLR157C-A	YLR256W-A	762
YLR157C-A	YLR410W-A	587
YLR157C-A	YLR410W-B	658
YLR157C-A	YML045W-A	878
YLR157C-A	YNL054W-A	753
YLR157C-A	YNL284C-B	678
YLR157C-A	YOL103W-A	624
YLR157C-A	YOL103W-B	599
YLR157C-A	YOR142W-A	749
YLR157C-A	YOR192C-A	597
YLR157C-A	YPL257W-A	791
YLR157C-A	YPL257W-B	708
YLR157C-A	YPR137C-A	779
YLR157C-A	YPR158C-C	815
YLR157C-A	YPR158W-A	777
YLR157C-B	YLR227W-B	770
YLR157C-B	YOR192C-B	878
YLR157C-B	YPR158C-D	714
YLR157C-B	YPR158W-B	828
CBF5	PWP1	580
CBF5	SIK1	687
CBF5	DBP9	571
CBF5	SUR4	590
CBF5	GUA1	561
CBF5	HAS1	552
CBF5	RPA49	685
CBF5	BRX1	594
CBF5	NOP58	716
CBF5	TIF3	559
TFS1	MSC1	587
TFS1	PGM2	638
TFS1	GAD1	704
RPL37A	RPL38	620
RPL37A	RPS29A	678
RPL37A	RPL6B	656
RPL37A	RPS17A	640
RPL37A	RPL6A	665
RPL37A	ASC1	582
RPL37A	RPL13B	636
RPL37A	RPL36A	734
RPL37A	RPL16B	604
RPL37A	RPS7B	589
RPL37A	RPL42A	650
RPL37A	RPS3	622
RPL37A	RPL18B	599
RPL37A	RPS19B	592
RPL37A	RPS15	689
RPL37A	RPL25	607
RPL37A	RPS7A	559
RPL37A	RPL33B	656
RPL37A	RPS12	665
RPL37A	EGD1	583
RPL37A	RPL21B	693
RPL37A	RPL5	557
RPL37A	RPL1A	613
RPL37A	RPL11A	669
RPL37A	RPS23B	633
PWP1	SIK1	571
PWP1	UTP13	604
PWP1	DBP9	604
PWP1	RRB1	582
PWP1	HAS1	649
PWP1	RPA49	672
PWP1	BRX1	631
PWP1	TRM11	559
PWP1	YTM1	594
PWP1	NOP58	618
SIK1	RPA49	613
SIK1	NOP58	742
SIK1	RPC40	554
UTP13	DBP9	559
UTP13	UTP21	556
UTP13	IPI3	647
UTP13	RPA49	620
UTP13	NOC2	592
YLR227W-A	YLR410W-B	807
YLR227W-A	YML045W-A	832
YLR227W-A	YNL284C-B	900
YLR227W-A	YOL103W-A	896
YLR227W-A	YOL103W-B	886
YLR227W-A	YOR142W-A	900
YLR227W-A	YOR142W-B	859
YLR227W-A	YOR192C-A	870
YLR227W-A	YPL257W-A	900
YLR227W-A	YPL257W-B	900
YLR227W-A	YPR137C-A	900
YLR227W-A	YPR137C-B	900
YLR227W-A	YPR158C-C	900
YLR227W-A	YPR158W-A	900
YLR227W-B	YLR256W-A	866
YLR227W-B	YML045W-A	647
YLR227W-B	YNL054W-A	896
YLR227W-B	YOR192C-B	777
YLR227W-B	YPR158C-D	842
YLR227W-B	YPR158W-B	844
YEF3	RPL38	552
YEF3	GUA1	622
YEF3	NOP58	571
YEF3	NEW1	556
YLR256W-A	YML045W-A	773
YLR256W-A	YNL054W-A	900
YLR256W-A	YOR192C-B	571
YLR256W-A	YPR158C-D	862
YLR256W-A	YPR158W-B	773
GSY2	TSL1	606
GSY2	PGM2	618
GSY2	GAD1	587
YLR264C-A	YMR122W-A	627
RPS28B	RPL38	695
RPS28B	RPS22B	567
RPS28B	RPS29A	775
RPS28B	RPS17A	654
RPS28B	RPS1B	601
RPS28B	RPL6A	594
RPS28B	URA5	604
RPS28B	RPL36A	573
RPS28B	RPL9B	599
RPS28B	RPL16B	634
RPS28B	RPL42A	654
RPS28B	RPS3	594
RPS28B	RPL18B	670
RPS28B	RPL25	568
RPS28B	RPS7A	565
RPS28B	RPS28A	710
RPS28B	RPL33B	662
RPS28B	RPS10A	590
RPS28B	RPS12	700
RPS28B	EGD1	559
RPS28B	RPL21B	679
RPS28B	RPS6A	576
RPS28B	RPL1A	676
RPS28B	RPL11A	710
RPS28B	RPS23B	599
DBP9	HAS1	552
DBP9	NOP15	561
DBP9	IPI3	566
DBP9	RPA49	647
DBP9	BRX1	590
DBP9	NOC2	573
GSP1	RPP0	587
GSP1	RPS15	627
ACO1	IDH2	553
RPL38	RPS29A	730
RPL38	RPS1A	647
RPL38	RPL6B	611
RPL38	RPS17A	755
RPL38	RPS1B	669
RPL38	RPL6A	615
RPL38	RPL36A	685
RPL38	RPS7B	559
RPL38	RPL42A	667
RPL38	RPS3	682
RPL38	RPL18B	566
RPL38	RPL25	634
RPL38	RPS7A	590
RPL38	RPS28A	611
RPL38	RPL33B	680
RPL38	RPS10A	669
RPL38	RPS12	738
RPL38	EGD1	615
RPL38	RPL21B	736
RPL38	RPS6A	556
RPL38	RPL1A	656
RPL38	RPL11A	764
RPL38	RPS23B	658
RPS25B	RPS29A	574
RPS25B	RPS17A	583
RPS25B	RPS1B	572
RPS25B	RPS3	589
RPS25B	RPS12	595
RPS25B	RPL33A	643
RPS25B	RPL11A	640
RPP0	RPS29A	585
RPP0	RPL6B	563
RPP0	RPL6A	584
RPP0	ASC1	670
RPP0	RPS3	612
RPP0	RPP2A	576
RPP0	RPS15	629
RPP0	RPL3	614
RPP0	RPS12	584
RPP0	RPL1A	618
RPL26A	RPS17A	573
RPL26A	RPL36A	559
RPL26A	RPL42A	560
RPL26A	RPL33B	583
RPL26A	RPL21B	622
RPL26A	RPL33A	567
YLR363W-A	YNL162W-A	722
RPS22B	RPS29A	562
RPS22B	RPL18B	611
RPS22B	RPS12	588
RPS22B	RPL11A	597
SUR4	GAS1	554
RPS29A	RPS1A	611
RPS29A	RPL6B	566
RPS29A	RPS17A	726
RPS29A	RPS1B	655
RPS29A	RPL6A	707
RPS29A	ASC1	559
RPS29A	RPL13B	575
RPS29A	RPL36A	691
RPS29A	RPL9B	585
RPS29A	RPL16B	699
RPS29A	RPS7B	586
RPS29A	RPL42A	682
RPS29A	RPS3	692
RPS29A	SSB2	601
RPS29A	RPL18B	751
RPS29A	RPS19B	615
RPS29A	RPP2A	630
RPS29A	RPS15	613
RPS29A	RPL25	566
RPS29A	RPL3	590
RPS29A	RPS7A	653
RPS29A	RPS28A	766
RPS29A	RPB8	559
RPS29A	RPL33B	682
RPS29A	RPS10A	631
RPS29A	RPS12	790
RPS29A	EGD1	693
RPS29A	RPL21B	756
RPS29A	RPS6A	609
RPS29A	RPL1A	700
RPS29A	RPL11A	777
RPS29A	RPS23B	697
UTP21	RPA49	624
YLR410W-B	YNL284C-B	869
YLR410W-B	YOL103W-A	702
YLR410W-B	YOL103W-B	886
YLR410W-B	YOR142W-A	796
YLR410W-B	YOR142W-B	880
YLR410W-B	YOR192C-A	590
YLR410W-B	YPL257W-A	848
YLR410W-B	YPL257W-B	887
YLR410W-B	YPR137C-A	813
YLR410W-B	YPR137C-B	859
YLR410W-B	YPR158C-C	808
YLR410W-B	YPR158W-A	821
URA4	RIB4	704
IMD3	IMD4	575
RPS1A	RPL6B	625
RPS1A	RPS17A	717
RPS1A	RPS1B	769
RPS1A	RPL6A	599
RPS1A	ASC1	619
RPS1A	RPL13B	582
RPS1A	RPL9B	644
RPS1A	RPS7B	585
RPS1A	RPL42A	681
RPS1A	RPS3	739
RPS1A	RPL25	598
RPS1A	RPL33B	556
RPS1A	RPS12	660
RPS1A	RPL21B	631
RPS1A	RPS6A	700
RPS1A	RPL1A	660
RPS1A	RPL11A	736
RPS1A	RPS23B	611
RPL6B	RPS17A	676
RPL6B	RPS1B	681
RPL6B	RPL6A	748
RPL6B	ASC1	675
RPL6B	RPL13B	716
RPL6B	RPL36A	629
RPL6B	RPL16B	579
RPL6B	RPS7B	693
RPL6B	RPL42A	713
RPL6B	RPS3	654
RPL6B	RPL18B	650
RPL6B	RPS15	707
RPL6B	RPL25	670
RPL6B	RPS7A	573
RPL6B	RPB8	568
RPL6B	RPL33B	679
RPL6B	RPS12	612
RPL6B	EGD1	621
RPL6B	RPL21B	656
RPL6B	RPS9A	625
RPL6B	RPS6A	664
RPL6B	RPL1A	708
RPL6B	RPL11A	679
YLR462W	YPR202W	615
YLR462W	YPR203W	573
YRF1-4	YML133C	663
RPS17A	RPS1B	752
RPS17A	RPL6A	714
RPS17A	ASC1	703
RPS17A	RPL13B	755
RPS17A	RPL36A	825
RPS17A	RPL9B	668
RPS17A	RPL16B	590
RPS17A	RPS7B	637
RPS17A	RPL42A	760
RPS17A	RPS3	804
RPS17A	RPL18B	636
RPS17A	RPS19B	637
RPS17A	RPL25	720
RPS17A	RPS7A	656
RPS17A	RPS28A	654
RPS17A	RPL33B	730
RPS17A	CAF20	578
RPS17A	RPS10A	697
RPS17A	RPS12	794
RPS17A	EGD1	678
RPS17A	RPL21B	780
RPS17A	RPS6A	731
RPS17A	RPL33A	585
RPS17A	RPL1A	726
RPS17A	RPL11A	811
RPS17A	RPS23B	722
YML039W	YML045W	622
YML039W	YMR045C	680
YML039W	YMR050C	622
YML045W-A	YNL054W-A	759
YML045W-A	YNL284C-B	736
YML045W-A	YOL103W-A	710
YML045W-A	YOL103W-B	599
YML045W-A	YOR142W-A	818
YML045W-A	YOR192C-A	706
YML045W-A	YPL257W-A	831
YML045W-A	YPL257W-B	702
YML045W-A	YPR137C-A	846
YML045W-A	YPR137C-B	613
YML045W-A	YPR158C-C	848
YML045W-A	YPR158W-A	834
RPS1B	RPL6A	708
RPS1B	ASC1	620
RPS1B	RPL13B	694
RPS1B	RPL36A	606
RPS1B	RPL9B	752
