; String coexpression dataset
; Top score coexpression interactions (> 550)
#source	target	label
RPL28	RPL10	663
RPL28	STM1	578
RPL28	RPL37A	552
RPL28	RPS28B	673
RPL28	RPL38	638
RPL28	RPS29A	618
RPL28	RPS1A	612
RPL28	RPL6B	568
RPL28	RPS17A	686
RPL28	RPS1B	675
RPL28	RPL6A	551
RPL28	RPL13B	555
RPL28	RPL36A	615
RPL28	RPL9B	578
RPL28	RPL16B	570
RPL28	RPS7B	569
RPL28	RPL42A	749
RPL28	RPS3	679
RPL28	RPL18B	600
RPL28	RPL25	694
RPL28	RPL3	559
RPL28	RPS7A	653
RPL28	RPS28A	636
RPL28	RPL33B	640
RPL28	RPS10A	612
RPL28	RPS12	689
RPL28	EGD1	614
RPL28	RPL21B	665
RPL28	RPS6A	712
RPL28	RPL1A	701
RPL28	RPL11A	734
RPL28	RPS23B	653
NSA1	SDA1	618
NSA1	NMD3	568
NSA1	MPP10	573
NSA1	PWP1	568
NSA1	HAS1	573
NSA1	IPI3	552
NSA1	RPA49	604
YGL117W	ARG4	643
YGL117W	CPA2	643
YGL117W	STR2	582
YGL117W	ORT1	571
RPS2	RPL11B	647
RPS2	RPL24B	613
RPS2	RPS0A	615
RPS2	RPL8A	652
RPS2	RPL27A	575
RPS2	RPL34B	613
RPS2	RPL16A	697
RPS2	RPS22A	634
RPS2	RPS5	647
RPS2	RPL14A	645
RPS2	TMA19	580
RPS2	RPL17A	578
RPS2	RPS21A	552
RPS2	RPL8B	643
RPS2	RPL15A	573
RPS2	RPS0B	652
RPS2	RPL22A	604
RPS2	RPL10	698
RPS2	STM1	566
RPS2	RPL37A	571
RPS2	RPL38	604
RPS2	RPS29A	618
RPS2	RPL6A	554
RPS2	RPL16B	611
RPS2	RPS3	594
RPS2	RPL18B	615
RPS2	RPS15	585
RPS2	RPL3	590
RPS2	RPS7A	559
RPS2	RPS12	697
RPS2	EGD1	622
RPS2	RPL21B	652
RPS2	RPL1A	587
RPS2	RPL11A	620
RPS2	RPS23B	566
RPL9A	RPS25A	625
RPL9A	RPL11B	624
RPL9A	RPL24B	615
RPL9A	RPS0A	697
RPL9A	RPL8A	656
RPL9A	RPS4B	630
RPL9A	RPL2B	587
RPL9A	RPL16A	643
RPL9A	RPL40A	573
RPL9A	RPS22A	624
RPL9A	RPS5	758
RPL9A	RPL14A	634
RPL9A	RPL17A	620
RPL9A	RPL8B	689
RPL9A	RPL15A	597
RPL9A	RPS1A	611
RPL9A	RPS17A	580
RPL9A	RPS1B	705
RPL9A	ASC1	608
RPL9A	RPL9B	680
RPL9A	RPL42A	604
RPL9A	RPS3	668
RPL9A	RPL25	575
RPL9A	RPS12	585
RPL9A	RPS9A	566
RPL9A	RPS6A	649
RPL9A	RPL1A	667
RPL9A	RPL11A	685
ROK1	ENP2	599
ROK1	RPF1	573
ROK1	NMD3	592
ROK1	MPP10	578
ROK1	DHR2	585
ROK1	LTV1	566
ROK1	DRS1	556
ROK1	DBP9	559
ROK1	IPI3	636
COX4	COX13	613
COX4	QCR9	627
COX4	COX6	751
COX4	ATP7	587
COX4	SDH2	590
COX4	COX5A	665
COX4	CYT1	554
COX13	COX6	708
COX13	COX5A	590
EMP24	ERV25	631
VEL1	YOR387C	785
RPS25A	RPL11B	732
RPS25A	RPL24B	761
RPS25A	RPS0A	634
RPS25A	RPL14B	687
RPS25A	RPS20	690
RPS25A	RPL8A	707
RPS25A	RPL27A	634
RPS25A	RPL34B	752
RPS25A	RPL16A	667
RPS25A	RPL40A	663
RPS25A	RPS21B	636
RPS25A	TIF2	564
RPS25A	RPS22A	712
RPS25A	RPS5	721
RPS25A	RPL14A	689
RPS25A	TMA19	630
RPS25A	RPL17A	714
RPS25A	RPS21A	559
RPS25A	RPL8B	747
RPS25A	RPL15A	620
RPS25A	RPL22A	613
RPS25A	STM1	571
RPS25A	RPS28B	622
RPS25A	RPL38	594
RPS25A	RPS25B	622
RPS25A	RPS29A	728
RPS25A	RPS1A	615
RPS25A	RPS17A	660
RPS25A	RPS1B	695
RPS25A	RPL6A	622
RPS25A	ASC1	563
RPS25A	RPL36A	561
RPS25A	RPL9B	698
RPS25A	RPL16B	554
RPS25A	RPL42A	654
RPS25A	RPS3	730
RPS25A	RPL18B	622
RPS25A	RPS15	580
RPS25A	RPL25	638
RPS25A	RPL3	571
RPS25A	RPS7A	590
RPS25A	RPS28A	578
RPS25A	RPL33B	624
RPS25A	RPS12	702
RPS25A	EGD1	568
RPS25A	RPL21B	634
RPS25A	RPS6A	655
RPS25A	RPL1A	720
RPS25A	RPL11A	767
RPS25A	RPS23B	608
YGR027W-A	YGR027W-B	797
YGR027W-A	YGR038C-A	849
YGR027W-A	YGR161C-C	742
YGR027W-A	YGR161W-B	674
YGR027W-A	YLR157C-A	571
YGR027W-A	YLR227W-A	844
YGR027W-A	YML045W-A	742
YGR027W-A	YNL284C-B	800
YGR027W-A	YOL103W-A	656
YGR027W-A	YOL103W-B	695
YGR027W-A	YOR142W-A	845
YGR027W-A	YOR142W-B	755
YGR027W-A	YOR192C-A	782
YGR027W-A	YPL257W-A	828
YGR027W-A	YPL257W-B	753
YGR027W-A	YPR137C-A	848
YGR027W-A	YPR137C-B	714
YGR027W-A	YPR158C-C	832
YGR027W-A	YPR158W-A	849
YGR027W-B	YGR038C-A	900
YGR027W-B	YGR161C-C	821
YGR027W-B	YGR161C-D	744
YGR027W-B	YGR161W-B	876
YGR027W-B	YLR157C-A	685
YGR027W-B	YLR227W-A	900
YGR027W-B	YLR410W-B	857
YGR027W-B	YML045W-A	742
YGR027W-B	YNL284C-B	900
YGR027W-B	YOL103W-A	881
YGR027W-B	YOL103W-B	900
YGR027W-B	YOR142W-A	900
YGR027W-B	YOR142W-B	895
YGR027W-B	YOR192C-A	870
YGR027W-B	YPL257W-A	900
YGR027W-B	YPL257W-B	900
YGR027W-B	YPR137C-A	900
YGR027W-B	YPR137C-B	900
YGR027W-B	YPR158C-C	900
YGR027W-B	YPR158W-A	900
YGR038C-A	YGR161C-C	782
YGR038C-A	YGR161C-D	724
YGR038C-A	YGR161W-B	740
YGR038C-A	YLR157C-A	638
YGR038C-A	YLR227W-A	900
YGR038C-A	YLR410W-B	685
YGR038C-A	YML045W-A	761
YGR038C-A	YNL284C-B	893
YGR038C-A	YOL103W-A	864
YGR038C-A	YOL103W-B	818
YGR038C-A	YOR142W-A	900
YGR038C-A	YOR142W-B	805
YGR038C-A	YOR192C-A	900
YGR038C-A	YPL257W-A	900
YGR038C-A	YPL257W-B	864
YGR038C-A	YPR137C-A	900
YGR038C-A	YPR137C-B	839
YGR038C-A	YPR158C-C	900
YGR038C-A	YPR158W-A	900
RPL11B	RPL24B	804
RPL11B	RPS0A	638
RPL11B	RPL14B	627
RPL11B	RPS20	700
RPL11B	RPL8A	786
RPL11B	RPL27A	724
RPL11B	RPS27B	622
RPL11B	EGD2	716
RPL11B	RPL34B	811
RPL11B	RPL16A	760
RPL11B	RPL40A	696
RPL11B	RPS21B	707
RPL11B	TIF2	656
RPL11B	RPL17B	606
RPL11B	RPS22A	825
RPL11B	RPS5	763
RPL11B	RPL14A	751
RPL11B	TMA19	718
RPL11B	RPS27A	615
RPL11B	RPL17A	754
RPL11B	RPS21A	740
RPL11B	RPL8B	780
RPL11B	RPL15A	667
RPL11B	RPS0B	685
RPL11B	FRS1	606
RPL11B	RPL22A	703
RPL11B	RPL10	712
RPL11B	STM1	730
RPL11B	RPL37A	658
RPL11B	RPS28B	712
RPL11B	RPL38	708
RPL11B	RPS25B	566
RPL11B	RPP0	597
RPL11B	RPL26A	564
RPL11B	RPS29A	762
RPL11B	RPS1A	653
RPL11B	RPL6B	681
RPL11B	RPS17A	757
RPL11B	RPS1B	729
RPL11B	RPL6A	707
RPL11B	URA5	552
RPL11B	ASC1	598
RPL11B	RPL13B	640
RPL11B	RPL36A	708
RPL11B	RPL9B	680
RPL11B	RPL16B	669
RPL11B	RPS7B	573
RPL11B	RPL42A	697
RPL11B	RPS3	790
RPL11B	RPL18B	694
RPL11B	RPS19B	638
RPL11B	RPP2A	555
RPL11B	RPS15	613
RPL11B	RPL25	721
RPL11B	RPL3	628
RPL11B	RPS7A	685
RPL11B	RPS28A	613
RPL11B	RPL33B	714
RPL11B	CAF20	578
RPL11B	RPS10A	661
RPL11B	RPS12	754
RPL11B	EGD1	713
RPL11B	RPL21B	722
RPL11B	RPS6A	669
RPL11B	RPL1A	728
RPL11B	RPL11A	831
RPL11B	RPS23B	712
CTT1	OM45	599
CTT1	YJR096W	594
CTT1	MSC1	669
VAS1	MES1	564
NOP7	ENP2	638
NOP7	SDA1	599
NOP7	DRS1	622
NOP7	KRE33	552
NOP7	NOC2	615
PPT1	KRE33	604
UTP8	IPI3	561
UTP8	RPA49	594
ENP2	SDA1	720
ENP2	NMD3	667
ENP2	UTP9	556
ENP2	HCA4	592
ENP2	RPF2	568
ENP2	DRS1	608
ENP2	PWP1	597
ENP2	UTP13	658
ENP2	DBP9	604
ENP2	IPI3	629
ENP2	NOC2	573
RPL24B	RPS0A	720
RPL24B	RPL14B	667
RPL24B	RPS20	645
RPL24B	RPL8A	778
RPL24B	RPL27A	748
RPL24B	RPS27B	631
RPL24B	EGD2	672
RPL24B	RPL34B	848
RPL24B	RPL16A	802
RPL24B	RPL40A	665
RPL24B	RPS21B	693
RPL24B	TIF2	627
RPL24B	RPL17B	583
RPL24B	RPS22A	774
RPL24B	RPS5	770
RPL24B	RPL14A	788
RPL24B	TMA19	697
RPL24B	RPS27A	575
RPL24B	RPL17A	747
RPL24B	RPS21A	645
RPL24B	RPL8B	738
RPL24B	RPL15A	713
RPL24B	RPS0B	611
RPL24B	RPL22A	719
RPL24B	RPL10	695
RPL24B	STM1	647
RPL24B	RPL37A	656
RPL24B	RPS28B	606
RPL24B	RPL38	730
RPL24B	RPS25B	583
RPL24B	RPS29A	748
RPL24B	RPS1A	731
RPL24B	RPL6B	705
RPL24B	RPS17A	792
RPL24B	RPS1B	781
RPL24B	RPL6A	711
RPL24B	ASC1	634
RPL24B	RPL13B	681
RPL24B	RPL36A	706
RPL24B	RPL9B	624
RPL24B	RPL16B	662
RPL24B	RPS7B	713
RPL24B	RPL42A	744
RPL24B	RPS3	784
RPL24B	RPL18B	687
RPL24B	RPS19B	657
RPL24B	RPS15	640
RPL24B	RPL25	713
RPL24B	RPL3	587
RPL24B	RPS7A	701
RPL24B	RPS28A	624
RPL24B	RPL33B	689
RPL24B	CAF20	556
RPL24B	RPS10A	666
RPL24B	RPS12	782
RPL24B	EGD1	746
RPL24B	RPL21B	790
RPL24B	RPS6A	716
RPL24B	RPL5	572
RPL24B	RPL1A	742
RPL24B	RPL11A	831
RPL24B	RPS23B	777
YGR161C-C	YGR161C-D	604
YGR161C-C	YGR161W-B	863
YGR161C-C	YLR157C-A	740
YGR161C-C	YLR227W-A	866
YGR161C-C	YLR410W-B	649
YGR161C-C	YML045W-A	865
YGR161C-C	YNL284C-B	816
YGR161C-C	YOL103W-A	780
YGR161C-C	YOL103W-B	775
YGR161C-C	YOR142W-A	853
YGR161C-C	YOR142W-B	724
YGR161C-C	YOR192C-A	640
YGR161C-C	YPL257W-A	871
YGR161C-C	YPL257W-B	792
YGR161C-C	YPR137C-A	868
YGR161C-C	YPR137C-B	807
YGR161C-C	YPR158C-C	868
YGR161C-C	YPR158W-A	877
YGR161C-D	YGR161W-B	702
YGR161C-D	YLR157C-A	599
YGR161C-D	YLR227W-A	627
YGR161C-D	YLR410W-B	654
YGR161C-D	YNL284C-B	722
YGR161C-D	YOL103W-B	689
YGR161C-D	YOR142W-A	714
YGR161C-D	YOR142W-B	647
YGR161C-D	YOR192C-A	652
YGR161C-D	YPL257W-A	714
YGR161C-D	YPL257W-B	738
YGR161C-D	YPR137C-A	669
YGR161C-D	YPR137C-B	601
YGR161C-D	YPR158C-C	762
YGR161C-D	YPR158W-A	734
YGR161W-B	YLR157C-A	649
YGR161W-B	YLR227W-A	858
YGR161W-B	YLR410W-B	871
YGR161W-B	YML045W-A	654
YGR161W-B	YNL284C-B	891
YGR161W-B	YOL103W-A	787
YGR161W-B	YOL103W-B	900
YGR161W-B	YOR142W-A	857
YGR161W-B	YOR142W-B	900
YGR161W-B	YPL257W-A	877
YGR161W-B	YPL257W-B	894
YGR161W-B	YPR137C-A	855
YGR161W-B	YPR137C-B	900
YGR161W-B	YPR158C-C	850
YGR161W-B	YPR158W-A	873
QCR9	COX6	613
QCR9	SDH2	571
QCR9	COX8	559
TDH3	ENO1	617
TDH3	ENO2	583
TDH3	TDH2	631
RPS0A	RPL14B	601
RPS0A	RPL8A	751
RPS0A	RPS27B	597
RPS0A	RPL34B	627
RPS0A	RPL16A	759
RPS0A	RPL40A	590
RPS0A	TIF2	629
RPS0A	RPL17B	638
RPS0A	RPS22A	702
RPS0A	RPS5	773
RPS0A	RPL14A	755
RPS0A	TMA19	594
RPS0A	RPL17A	710
RPS0A	RPL8B	757
RPS0A	RPL15A	601
RPS0A	RPS0B	647
RPS0A	STM1	573
RPS0A	RPL37A	622
RPS0A	RPL38	601
RPS0A	RPS1A	645
RPS0A	RPL6B	718
RPS0A	RPS17A	636
RPS0A	RPS1B	622
RPS0A	RPL6A	647
RPS0A	ASC1	707
RPS0A	RPL13B	596
RPS0A	RPL36A	556
RPS0A	RPL9B	613
RPS0A	RPS7B	582
RPS0A	RPL42A	663
RPS0A	RPS3	717
RPS0A	RPL18B	608
RPS0A	RPS15	638
RPS0A	RPL25	622
RPS0A	RPL3	559
RPS0A	RPS7A	559
RPS0A	RPL33B	566
RPS0A	RPS12	658
RPS0A	RPL21B	629
RPS0A	RPS9A	568
RPS0A	RPS6A	714
RPS0A	RPL1A	734
RPS0A	RPL11A	661
RPS0A	RPS23B	568
YHB1	YGR235C	672
SDA1	NMD3	695
SDA1	RIX1	594
SDA1	MPP10	620
SDA1	RPF2	566
SDA1	DRS1	678
SDA1	PWP1	645
SDA1	UTP13	554
SDA1	DBP9	571
SDA1	HAS1	674
SDA1	KRE33	608
SDA1	IPI3	573
SDA1	RPA49	571
SDA1	BRX1	582
SDA1	NOC2	622
SDA1	YTM1	561
SDA1	NOP4	575
SOL4	TFS1	618
SOL4	PGM2	599
SOL4	GAD1	685
ENO1	ENO2	797
ENO1	TDH2	669
ENO1	FBA1	585
MES1	THS1	585
MES1	RPL16A	580
MES1	CBF5	571
MES1	GUA1	571
MES1	WRS1	585
COS6	COS5	691
COS6	COS1	611
YRF1-3	YHL050C	601
YRF1-3	YHR219W	695
YRF1-3	YIL177C	724
YRF1-3	YJL225C	704
YRF1-3	YLL066C	575
YRF1-3	YLL067C	554
YRF1-3	YRF1-4	724
YRF1-3	YML133C	693
RPL14B	RPL8A	627
RPL14B	RPL27A	622
RPL14B	RPL34B	640
RPL14B	RPL16A	618
RPL14B	RPS21B	615
RPL14B	RPS22A	649
RPL14B	RPS5	628
RPL14B	RPL14A	704
RPL14B	RPL17A	708
RPL14B	RPL8B	658
RPL14B	RPS0B	578
RPL14B	RPL22A	555
RPL14B	RPS28B	580
RPL14B	RPS29A	660
RPL14B	RPS17A	554
RPL14B	RPS1B	570
RPL14B	RPL6A	608
RPL14B	RPL9B	568
RPL14B	RPL16B	625
RPL14B	RPL42A	571
RPL14B	RPS3	556
RPL14B	RPL18B	667
RPL14B	RPS7A	573
RPL14B	RPL33B	594
RPL14B	RPS12	650
RPL14B	RPL21B	573
RPL14B	RPS6A	574
RPL14B	RPL1A	638
RPL14B	RPL11A	634
RPS20	RPL8A	710
RPS20	RPL27A	665
RPS20	EGD2	578
RPS20	RPL34B	734
RPS20	RPL16A	615
RPS20	RPL40A	595
RPS20	RPS21B	552
RPS20	RPL17B	568
RPS20	RPS22A	651
RPS20	RPS5	605
RPS20	RPL14A	552
RPS20	RPL17A	708
RPS20	RPL8B	702
RPS20	RPL22A	640
RPS20	RPS28B	662
RPS20	RPS29A	566
RPS20	RPS17A	578
RPS20	RPS1B	600
RPS20	RPL9B	576
RPS20	RPS3	646
RPS20	RPL25	652
RPS20	RPL3	552
RPS20	RPS7A	570
RPS20	RPS28A	605
RPS20	RPS12	576
RPS20	RPS6A	609
RPS20	RPL1A	618
RPS20	RPL11A	650
RPL8A	RPL27A	631
RPL8A	RPS27B	601
RPL8A	EGD2	727
RPL8A	RPL34B	775
RPL8A	RPL16A	762
RPL8A	RPL40A	699
RPL8A	RPS21B	626
RPL8A	TIF2	736
RPL8A	RPL17B	700
RPL8A	RPS22A	765
RPL8A	RPS5	811
RPL8A	RPL14A	738
RPL8A	TMA19	634
RPL8A	RPL17A	821
RPL8A	RPS21A	597
RPL8A	RPL8B	874
RPL8A	RPL15A	735
RPL8A	RPS0B	728
RPL8A	RPL22A	703
RPL8A	RPL10	663
RPL8A	STM1	708
RPL8A	RPL37A	594
RPL8A	RPS28B	647
RPL8A	RPL38	647
RPL8A	RPP0	636
RPL8A	RPS29A	694
RPL8A	RPS1A	704
RPL8A	RPL6B	755
RPL8A	RPS17A	700
RPL8A	RPS1B	784
RPL8A	RPL6A	730
RPL8A	ASC1	708
RPL8A	RPL15B	564
RPL8A	RPL13B	683
RPL8A	RPL36A	613
RPL8A	RPL9B	715
RPL8A	RPL16B	588
RPL8A	RPS7B	622
RPL8A	RPL42A	656
RPL8A	RPS3	754
RPL8A	RPL18B	694
RPL8A	RPS19B	562
RPL8A	RPP2A	598
RPL8A	RPS15	695
RPL8A	RPL25	693
RPL8A	RPL3	653
RPL8A	RPS7A	648
RPL8A	RPL33B	608
RPL8A	RPS12	717
RPL8A	EGD1	698
RPL8A	RPL21B	656
RPL8A	RPS9A	561
RPL8A	RPS6A	759
RPL8A	RPL1A	794
RPL8A	RPL11A	758
RPL8A	RPS23B	617
YHL049C	YPR203W	620
YHL050C	YHR219W	704
YHL050C	YIL177C	749
YHL050C	YJL225C	742
YHL050C	YLL066C	561
YHL050C	YLL067C	674
YHL050C	YRF1-4	661
YHL050C	YML133C	656
RPL27A	EGD2	604
RPL27A	RPL34B	831
RPL27A	RPL16A	633
RPL27A	RPL40A	562
RPL27A	RPS21B	566
RPL27A	RPS22A	669
RPL27A	RPS5	571
RPL27A	RPL14A	678
RPL27A	TMA19	552
RPL27A	RPS27A	566
RPL27A	RPL17A	691
RPL27A	RPS21A	552
RPL27A	RPL8B	625
RPL27A	RPL15A	590
RPL27A	RPS0B	585
RPL27A	RPL22A	732
RPL27A	RPL10	611
RPL27A	RPS28B	649
RPL27A	RPL38	601
RPL27A	RPS29A	704
RPL27A	RPS17A	647
RPL27A	RPS1B	623
RPL27A	RPL6A	581
RPL27A	RPL36A	604
RPL27A	RPL16B	617
RPL27A	RPS7B	596
RPL27A	RPL42A	631
RPL27A	RPS3	621
RPL27A	RPL18B	681
RPL27A	RPS19B	623
RPL27A	RPL25	604
RPL27A	RPL3	566
RPL27A	RPS7A	678
RPL27A	RPS28A	666
RPL27A	RPL33B	631
RPL27A	RPS10A	628
RPL27A	RPS12	726
RPL27A	EGD1	614
RPL27A	RPL21B	676
RPL27A	RPS6A	619
RPL27A	RPL1A	613
RPL27A	RPL11A	754
RPL27A	RPS23B	661
ARG4	CPA2	649
ARG4	ORT1	568
DED81	GSP1	578
DED81	RPP0	604
RPS27B	RPL34B	586
RPS27B	RPL16A	658
RPS27B	RPL40A	556
RPS27B	RPS21B	680
RPS27B	RPS22A	655
RPS27B	RPS5	631
RPS27B	RPL14A	649
RPS27B	TMA19	619
RPS27B	RPS27A	571
RPS27B	RPL17A	602
RPS27B	RPL8B	571
RPS27B	RPL22A	601
RPS27B	RPL37A	571
RPS27B	RPL38	585
RPS27B	RPS29A	601
RPS27B	RPL6B	646
RPS27B	RPS17A	702
RPS27B	RPL6A	648
RPS27B	ASC1	618
RPS27B	RPL13B	573
RPS27B	RPL36A	666
RPS27B	RPL16B	558
RPS27B	RPL42A	659
RPS27B	RPS3	608
RPS27B	RPL18B	585
RPS27B	RPS15	552
RPS27B	RPL25	571
RPS27B	RPL33B	685
RPS27B	RPS12	629
RPS27B	EGD1	593
RPS27B	RPL21B	681
RPS27B	RPL1A	705
RPS27B	RPL43A	585
RPS27B	RPL11A	580
RPS27B	RPS23B	597
YHI9	STR2	561
COX6	ATP7	573
COX6	SDH2	649
COX6	COX12	592
COX6	COX8	613
COX6	COX5A	649
COX6	CYT1	568
CIC1	NMD3	554
CIC1	MPP10	559
CIC1	MRT4	687
CIC1	RPF2	578
CIC1	UTP13	608
CIC1	DBP9	571
CIC1	RLP7	590
CIC1	NOP15	631
CIC1	RPA49	652
CIC1	BRX1	552
SSZ1	DYS1	601
SSZ1	GUA1	552
PCL5	CPA2	622
RPF1	MPP10	554
RPF1	DHR2	573
GAR1	LIA1	564
GRE3	GAD1	585
SPL2	PHO84	556
SPL2	VTC3	559
DSE2	SUN4	718
DBP8	NMD3	643
DBP8	RIX1	580
DBP8	ALB1	559
DBP8	TRM2	587
DBP8	RPF2	554
NMD3	RIX1	687
NMD3	ALB1	556
NMD3	RPA34	590
NMD3	MPP10	627
NMD3	MRT4	615
NMD3	TRM2	554
NMD3	RPF2	732
NMD3	DRS1	606
NMD3	RLP24	634
NMD3	PWP1	710
NMD3	SIK1	561
NMD3	UTP13	674
NMD3	DBP9	640
NMD3	RRB1	606
NMD3	RRP5	571
NMD3	HAS1	691
NMD3	IPI3	627
NMD3	RPA49	702
NMD3	BRX1	682
NMD3	TRM11	582
NMD3	UTP23	585
NMD3	PNO1	564
NMD3	PUS7	580
NMD3	YTM1	580
NMD3	NOP58	554
NMD3	ELP3	571
NMD3	RPC40	629
ENO2	TDH2	631
ENO2	FBA1	580
EGD2	RPL34B	693
EGD2	RPL16A	568
EGD2	RPL40A	576
EGD2	RPL17B	577
EGD2	RPS22A	573
EGD2	RPS5	603
EGD2	RPL17A	632
EGD2	RPL8B	670
EGD2	RPL15A	571
EGD2	RPL22A	572
EGD2	RPL10	599
EGD2	STM1	634
EGD2	RPS29A	564
EGD2	RPS17A	625
EGD2	RPL36A	636
EGD2	RPS3	645
EGD2	RPS12	608
EGD2	EGD1	721
EGD2	RPL21B	556
EGD2	RPS6A	563
EGD2	RPL1A	553
EGD2	RPL11A	623
UTP9	UTP13	645
UTP9	NOC2	559
RIX1	RPF2	604
RIX1	PWP1	561
RIX1	UTP13	587
RIX1	UTP21	601
RIX1	IPI3	592
RIX1	RPA49	611
RIX1	BRX1	620
RPS4B	RPL2B	700
BAT1	ILV3	634
BAT1	OAC1	761
BAT1	ILV2	695
YHR214C-B	YML039W	667
YHR214C-B	YML045W	573
YHR214C-C	YLR157C-A	782
YHR214C-C	YLR157C-B	573
YHR214C-C	YLR227W-B	876
YHR214C-C	YLR256W-A	900
YHR214C-C	YML045W-A	782
YHR214C-C	YNL054W-A	900
YHR214C-C	YNL284C-A	561
YHR214C-C	YOR192C-B	585
YHR214C-C	YPR158C-D	858
YHR214C-C	YPR158W-B	766
PHO12	VTC3	590
IMD2	IMD3	773
YHR219W	YIL177C	768
YHR219W	YJL225C	718
YHR219W	YLL066C	608
YHR219W	YLL067C	601
YHR219W	YRF1-4	689
YHR219W	YML133C	702
YIL014C-A	YKL018C-A	766
YIL014C-A	YNL162W-A	615
BAR1	STE6	791
RPL34B	RPL16A	788
RPL34B	RPL40A	736
RPL34B	RPS21B	674
RPL34B	TIF2	601
RPL34B	RPL17B	606
RPL34B	RPS22A	792
RPL34B	RPS5	713
RPL34B	RPL14A	754
RPL34B	TMA19	685
RPL34B	RPS27A	658
RPL34B	RPL17A	765
RPL34B	RPS21A	685
RPL34B	RPL8B	753
RPL34B	RPL15A	667
RPL34B	RPS0B	649
RPL34B	RPL22A	798
RPL34B	RPL10	697
RPL34B	STM1	631
RPL34B	RPL37A	655
RPL34B	RPS28B	724
RPL34B	RPL38	724
RPL34B	RPS25B	571
RPL34B	RPL26A	620
RPL34B	RPS22B	573
RPL34B	RPS29A	799
RPL34B	RPS1A	681
RPL34B	RPL6B	641
RPL34B	RPS17A	782
RPL34B	RPS1B	750
RPL34B	RPL6A	696
RPL34B	RPL13B	643
RPL34B	RPL36A	736
RPL34B	RPL9B	636
RPL34B	RPL16B	652
RPL34B	RPS7B	675
RPL34B	RPL42A	767
RPL34B	RPS3	773
RPL34B	RPL18B	706
RPL34B	RPS19B	688
RPL34B	RPS15	586
RPL34B	RPL25	746
RPL34B	RPL3	599
RPL34B	RPS7A	712
RPL34B	RPS28A	724
RPL34B	RPL33B	714
RPL34B	RPS10A	732
RPL34B	RPS12	819
RPL34B	EGD1	714
RPL34B	RPL21B	802
RPL34B	RPS6A	729
RPL34B	RPL33A	587
RPL34B	RPL1A	702
RPL34B	RPL11A	840
RPL34B	RPS23B	745
RPL16A	RPL40A	672
RPL16A	RPS21B	636
RPL16A	TIF2	620
RPL16A	RPL17B	696
RPL16A	RPS22A	792
RPL16A	RPS5	804
RPL16A	RPL14A	802
RPL16A	TMA19	709
RPL16A	RPS27A	624
RPL16A	RPL17A	768
RPL16A	PRS1	580
RPL16A	RPS21A	643
RPL16A	RPL8B	759
RPL16A	RPL15A	608
RPL16A	RPS0B	697
RPL16A	RPL22A	734
RPL16A	RPL10	678
RPL16A	STM1	604
RPL16A	RPL37A	736
RPL16A	YEF3	571
RPL16A	RPS28B	648
RPL16A	RPL38	697
RPL16A	RPP0	560
RPL16A	RPL26A	563
RPL16A	SUR4	564
RPL16A	RPS29A	727
RPL16A	RPS1A	675
RPL16A	RPL6B	712
RPL16A	RPS17A	734
RPL16A	RPS1B	704
RPL16A	RPL6A	734
RPL16A	ASC1	667
RPL16A	RPL13B	663
RPL16A	RPL36A	685
RPL16A	RPL9B	631
RPL16A	RPL16B	681
RPL16A	RPS7B	764
RPL16A	RPL42A	762
RPL16A	RPS3	735
RPL16A	SSB2	578
RPL16A	RPL18B	684
RPL16A	RPS19B	578
RPL16A	RPS15	717
RPL16A	RPL25	708
RPL16A	CDC33	556
RPL16A	RPL3	604
RPL16A	RPS7A	667
RPL16A	RPS28A	604
RPL16A	RPL33B	711
RPL16A	RPS10A	595
RPL16A	RPS12	758
RPL16A	EGD1	648
RPL16A	RPL21B	800
RPL16A	RPS9A	563
RPL16A	RPS6A	671
RPL16A	RPL33A	616
RPL16A	RPL1A	743
RPL16A	RPL11A	784
RPL16A	RPS23B	720
OM45	YJR096W	552
OM45	MSC1	689
RPL40A	RPS21B	641
RPL40A	TIF2	582
RPL40A	RPS22A	720
RPL40A	RPS5	689
RPL40A	RPL14A	627
RPL40A	TMA19	585
RPL40A	RPS27A	587
RPL40A	RPL17A	643
RPL40A	RPS21A	572
RPL40A	RPL8B	707
RPL40A	RPL22A	589
RPL40A	RPS28B	577
RPL40A	RPL38	568
RPL40A	RPS29A	587
RPL40A	RPS1A	609
RPL40A	RPL6B	575
RPL40A	RPS17A	704
RPL40A	RPS1B	676
RPL40A	RPL6A	636
RPL40A	ASC1	557
RPL40A	RPL36A	580
RPL40A	RPL9B	671
RPL40A	RPL42A	706
RPL40A	RPS3	658
RPL40A	RPL25	708
RPL40A	RPL33B	693
RPL40A	RPS10A	652
RPL40A	RPS12	615
RPL40A	RPL21B	613
RPL40A	RPS6A	673
RPL40A	RPL1A	670
RPL40A	RPL11A	697
RPL40A	RPS23B	561
NIT1	YIL165C	571
YIL169C	YOL155C	822
YIL177C	YJL225C	800
YIL177C	YLL066C	627
YIL177C	YLL067C	685
YIL177C	YRF1-4	753
YIL177C	YML133C	766
YIL177C	YRF1-6	564
TDH1	TDH2	601
ARG3	ARG1	733
UTP10	RRP5	608
ALB1	MRT4	624
ALB1	RPF2	624
ALB1	IMP4	575
ALB1	RPA49	566
ALB1	BRX1	575
ALB1	PNO1	582
ALB1	YTM1	566
ALB1	RRS1	571
RPS21B	TIF2	627
RPS21B	RPS22A	704
